paragraph_id,proposition_id,n_triples,triple_combined_similarity,qa_combined_similarity
1293,20044,5,0.978662,0.814866
1293,20050,2,1.000000,0.725704
1293,20051,2,0.995593,0.888711
1293,20052,2,0.995155,0.563792
1294,20054,1,0.997779,0.905559
1294,20055,2,0.960229,0.836071
1294,20053,3,0.975593,0.834165
1294,20058,2,1.000000,0.672165
1294,20057,2,0.961323,0.910752
1294,20056,2,1.000000,0.953605
1294,20060,3,1.000000,0.773194
1294,20061,3,0.961358,0.692481
1294,20062,3,0.966626,0.857248
1294,20059,5,1.000000,0.922252
1294,20063,4,0.987849,0.783256
1294,20064,3,0.993342,0.790388
1294,20067,2,0.988580,0.872584
1294,20066,4,1.000000,0.747530
1294,20065,4,0.954908,0.864288
1294,20068,2,0.988273,0.797427
1294,20069,5,0.992186,0.840361
1294,20073,2,1.000000,0.919416
1294,20072,2,1.000000,0.945137
1294,20071,3,1.000000,0.965101
1294,20070,3,0.977514,0.877842
1295,20077,1,1.000000,0.871460
1295,20076,3,0.968343,0.844557
1295,20074,3,0.986084,0.934098
1295,20075,2,1.000000,0.869923
1295,20079,3,0.994867,0.904990
1295,20081,2,0.996479,0.903039
1295,20078,3,0.996582,0.834625
1295,20080,5,0.972623,0.900013
1295,20082,4,0.918568,0.827505
1295,20085,2,0.996966,0.901973
1295,20086,2,0.993736,0.599070
1295,20083,4,0.960776,0.864135
1295,20084,4,0.964151,0.904704
1295,20087,2,0.997045,0.660248
1295,20088,2,0.997248,0.738473
1296,20093,2,0.977143,0.681239
1295,20089,3,0.947917,0.895783
1295,20090,4,0.967009,0.680912
1296,20092,4,0.989562,0.917403
1296,20091,7,0.997824,0.841078
1296,20094,6,0.947042,0.671399
1296,20095,6,0.948541,0.841680
1296,20096,5,0.999726,0.948229
1296,20097,5,0.978849,0.804637
1296,20098,5,0.971826,0.856378
1296,20099,5,0.982107,0.890668
1296,20100,5,0.978055,0.895839
1296,20102,5,0.989036,0.837892
1296,20101,5,0.977912,0.871104
1296,20104,3,0.892571,0.665249
1297,20105,3,0.990243,0.869241
1296,20103,5,0.981444,0.915996
1297,20107,2,0.972057,0.833211
1297,20106,3,0.972290,0.921794
1297,20110,2,0.996653,0.858888
1297,20108,3,0.982646,0.716650
1297,20111,2,1.000000,0.807836
1297,20114,1,0.997253,0.762289
1297,20112,3,0.991095,0.824705
1297,20115,3,0.998185,0.813954
1297,20113,3,0.914615,0.811301
1297,20109,8,0.997401,0.787599
1297,20118,2,0.951297,0.614386
1297,20116,5,0.967047,0.840321
1297,20119,3,0.989753,0.796986
1297,20117,4,0.963824,0.919650
1297,20120,4,1.000000,0.781636
1297,20121,2,0.985391,0.866380
1298,20123,1,1.000000,0.958001
1298,20124,2,0.978990,0.850401
1298,20125,2,1.000000,0.841579
1297,20122,3,0.998033,0.887379
1298,20126,3,0.976729,0.834840
1298,20127,4,1.000000,0.750217
1298,20128,3,0.961867,0.790343
1298,20129,4,1.000000,0.645013
1298,20131,3,0.898282,0.753941
1298,20132,3,0.957641,0.767582
1298,20133,3,0.908462,0.744833
1298,20134,3,0.995234,0.871769
1298,20136,4,0.981776,0.897868
1298,20137,3,0.943882,0.811764
1299,20140,2,0.982664,0.760584
1298,20135,8,1.000000,0.917628
1298,20130,12,1.000000,0.837139
1298,20138,6,0.986778,0.913980
1299,20142,1,0.981905,0.744178
1298,20139,4,0.994734,0.927346
1299,20141,2,0.925946,0.765286
1299,20145,1,0.984145,0.654882
1299,20144,2,0.973189,0.771466
1299,20143,3,0.984705,0.627178
1299,20147,2,0.982670,0.874678
1299,20148,2,0.997892,0.948374
1299,20149,3,0.976374,0.759018
1299,20146,6,0.963657,0.821393
1299,20150,3,0.989578,0.790589
1299,20151,3,1.000000,0.915047
1299,20152,3,1.000000,0.877629
1299,20153,3,1.000000,0.915446
1299,20154,3,0.993716,0.909173
1299,20155,3,0.992873,0.917450
1299,20156,3,0.996646,0.856939
1299,20157,3,1.000000,0.863696
1299,20158,4,0.979897,0.864256
1300,20162,2,0.979531,0.864271
1300,20161,3,0.968597,0.768614
1299,20160,4,0.974255,0.882683
1299,20159,5,1.000000,0.782332
1300,20163,4,0.942698,0.877843
1300,20165,2,0.995545,0.870081
1300,20164,4,1.000000,0.773999
1300,20167,3,0.963984,0.758021
1300,20166,3,0.973741,0.877855
1300,20169,2,1.000000,0.923036
1300,20168,3,0.983261,0.852126
1300,20170,3,0.999185,0.861793
1300,20171,3,0.998273,0.914949
1300,20172,3,0.999122,0.901995
1301,20176,2,0.997594,0.679511
1300,20173,7,0.982063,0.736393
1301,20177,4,0.964548,0.864912
1301,20178,4,0.994034,0.944503
1301,20175,7,0.971130,0.754346
1301,20174,8,1.000000,0.712426
1301,20179,2,1.000000,0.975731
1301,20181,2,0.995419,0.971078
1302,20183,2,1.000000,0.746572
1301,20180,3,0.987910,0.899519
1301,20182,3,1.000000,0.847519
1302,20184,3,0.942479,0.790255
1302,20188,2,0.894202,0.777459
1302,20186,3,0.992971,0.620207
1302,20185,4,0.955694,0.725035
1302,20187,4,0.969503,0.649883
1302,20191,2,0.986608,0.764897
1302,20189,4,1.000000,0.968306
1302,20190,4,0.982483,0.831216
1302,20192,3,0.997525,0.791057
1302,20193,3,0.991176,0.802630
1302,20195,2,0.986222,0.873627
1302,20198,1,1.000000,0.995625
1302,20197,2,0.986173,0.920504
1302,20196,4,0.984303,0.855046
1302,20200,2,0.958122,0.735705
1303,20202,1,1.000000,0.831794
1302,20201,3,0.971297,0.842068
1303,20203,2,0.977467,0.871331
1302,20199,7,0.929793,0.750084
1303,20204,3,1.000000,0.851577
1303,20206,2,0.986622,0.949225
1303,20205,3,0.947619,0.719040
1303,20207,2,1.000000,0.813911
1303,20208,2,0.922287,0.816015
1303,20209,2,0.992912,0.777886
1303,20211,2,0.980985,0.893388
1303,20210,2,0.977657,0.919723
1302,20194,14,1.000000,0.928632
1304,20215,1,1.000000,0.285319
1304,20214,2,0.990375,0.743555
1304,20216,2,0.962935,0.573302
1304,20212,4,0.994014,0.624323
1304,20217,2,1.000000,0.644253
1304,20219,2,0.894498,0.757977
1304,20220,2,0.974303,0.791638
1304,20218,2,0.988555,0.534650
1304,20213,5,0.932171,0.712036
1304,20221,2,0.972617,0.799922
1304,20222,2,0.933987,0.752708
1305,20225,2,0.887202,0.780878
1304,20223,3,0.965590,0.554934
1305,20224,3,0.910051,0.824049
1305,20226,2,0.856885,0.881989
1305,20227,3,0.991253,0.300848
1305,20231,1,1.000000,0.697530
1305,20228,3,0.973534,0.814149
1305,20230,2,0.940864,0.622767
1305,20229,3,0.957416,0.864031
1305,20235,1,1.000000,0.875217
1305,20236,1,1.000000,0.573043
1305,20233,2,0.977429,0.761121
1305,20232,2,0.975412,0.724203
1305,20234,2,0.947410,0.783377
1305,20238,1,1.000000,0.666410
1306,20240,2,1.000000,0.761535
1305,20237,1,1.000000,0.745092
1306,20241,2,1.000000,0.821600
1306,20244,1,0.968932,0.955461
1305,20239,4,0.986992,0.879223
1306,20242,3,0.985090,0.845265
1306,20245,3,0.963310,0.959351
1306,20243,4,0.992586,0.780967
1306,20246,3,0.955927,0.804215
1306,20247,3,0.966931,0.973243
1306,20249,4,0.907642,0.764371
1306,20250,4,0.827808,0.768104
1306,20252,3,0.964997,0.794342
1306,20248,3,0.935529,0.858522
1306,20251,4,0.964497,0.802210
1306,20254,3,0.993611,0.866242
1306,20253,4,0.939751,0.918611
1306,20256,3,0.949074,0.676939
1306,20255,3,0.993626,0.854191
1306,20259,2,0.986040,0.823231
1306,20257,4,1.000000,0.797330
1306,20260,2,0.978313,0.808764
1307,20261,2,0.997639,0.943679
1306,20258,3,0.962023,0.785455
1307,20263,1,0.985385,0.821222
1307,20262,2,0.958806,0.823915
1307,20264,2,0.944989,0.688969
1307,20266,2,0.987095,0.918119
1307,20267,1,1.000000,0.843949
1307,20268,2,0.963010,0.704408
1307,20270,2,0.905010,0.823233
1307,20269,3,0.883869,0.716580
1307,20265,5,0.913591,0.884863
1307,20271,3,0.984120,0.893411
1307,20274,3,0.995459,0.775751
1307,20272,3,0.995542,0.820046
1307,20276,2,0.982638,0.941634
1307,20275,3,0.968689,0.842263
1308,20279,2,1.000000,0.681190
1307,20273,4,0.981354,0.762925
1308,20280,3,0.991104,0.410966
1307,20277,4,0.972556,0.813644
1307,20278,3,0.963684,0.942845
1308,20283,1,1.000000,0.857991
1308,20281,3,0.905212,0.775495
1308,20282,3,0.992814,0.881130
1308,20285,3,0.994569,0.880419
1308,20286,2,0.965924,0.845228
1308,20284,4,0.994957,0.875559
1308,20288,4,0.966477,0.908504
1309,20290,2,0.998384,0.846695
1308,20287,6,0.983034,0.827170
1309,20291,3,0.993215,0.893014
1309,20289,6,0.984443,0.799848
1309,20292,4,0.965297,0.754193
1309,20295,2,0.983438,0.788230
1309,20294,5,0.935539,0.804563
1309,20298,3,0.951711,0.654932
1309,20296,3,0.989160,0.676927
1309,20297,3,0.979440,0.837416
1309,20293,8,0.993076,0.731018
1310,20300,2,0.985526,0.645362
1310,20303,2,0.955314,0.688591
1310,20302,2,1.000000,0.886687
1309,20299,4,0.993967,0.920571
1310,20305,2,1.000000,0.608606
1310,20301,5,0.922137,0.790466
1310,20307,2,0.998379,0.834464
1310,20304,3,1.000000,0.788667
1310,20306,3,0.990446,0.763661
1310,20308,2,0.989190,0.948392
1310,20310,2,0.809192,0.700684
1311,20313,1,0.976613,0.838401
1310,20309,3,0.975153,0.787267
1311,20311,3,0.974613,0.849680
1311,20312,3,0.928483,0.903611
1311,20316,1,0.959242,0.692087
1311,20315,2,1.000000,0.773280
1311,20314,3,0.909826,0.831150
1311,20318,2,0.974341,0.920766
1311,20319,3,0.963303,0.457372
1311,20320,3,0.985758,0.522080
1311,20321,4,0.944468,0.843954
1312,20325,1,1.000000,0.637808
1311,20317,9,0.994264,0.948359
1311,20322,5,0.907483,0.753720
1311,20323,5,0.911631,0.799257
1312,20326,3,0.994175,0.454165
1312,20324,5,1.000000,0.954871
1312,20330,2,0.916279,0.633325
1312,20327,6,0.988130,0.847563
1312,20328,5,0.998335,0.769158
1312,20329,5,0.961144,0.858316
1312,20331,3,0.966662,0.772100
1313,20334,3,1.000000,0.722617
1312,20332,4,0.969156,0.806845
1312,20333,4,0.967393,0.820816
1313,20335,3,0.971756,0.289040
1313,20337,2,1.000000,0.933580
1313,20336,4,0.904622,0.888516
1313,20338,3,0.950417,0.913373
1313,20342,2,0.991088,0.950990
1313,20339,4,0.918219,0.932605
1313,20341,3,0.985783,0.930518
1313,20340,3,0.978081,0.919908
1313,20343,3,0.995655,0.882540
1313,20345,2,0.990736,0.873022
1314,20347,2,0.998161,0.498996
1314,20348,1,0.996758,0.624004
1313,20344,4,0.977609,0.850621
1314,20350,2,0.981497,0.807888
1314,20351,2,0.998618,0.741412
1313,20346,5,0.962390,0.727252
1314,20354,2,0.808474,0.490923
1314,20353,2,0.991570,0.956851
1314,20349,6,0.945092,0.809605
1315,20358,1,1.000000,0.771092
1314,20357,2,1.000000,0.736621
1314,20356,4,0.954828,0.889345
1314,20352,10,0.955424,0.819588
1314,20355,5,0.981794,0.942097
1315,20360,3,0.997515,0.880419
1315,20359,3,0.966371,0.929679
1315,20361,2,0.997501,0.959254
1315,20363,2,0.961631,0.777885
1315,20366,3,0.775285,0.660421
1315,20365,4,0.959010,0.859656
1315,20364,6,0.957998,0.790033
1315,20367,4,0.941171,0.875422
1315,20368,3,0.958897,0.863903
1315,20362,9,0.956951,0.766673
1315,20369,3,0.936171,0.782642
1315,20370,3,0.985905,0.929203
1315,20371,3,1.000000,0.789999
1316,20372,2,0.946002,0.933878
1316,20374,3,0.966977,0.753743
1316,20373,4,0.985154,0.788339
1316,20375,4,0.977314,0.829285
1316,20376,2,0.997031,0.658579
1316,20377,4,0.976150,0.611225
1316,20378,2,0.977795,0.798251
1316,20379,3,1.000000,0.661790
1316,20381,2,0.901183,0.701486
1316,20380,3,0.825704,0.659776
1317,20385,1,1.000000,0.741071
1316,20382,3,0.835404,0.642309
1316,20383,3,0.955353,0.734980
1316,20384,3,0.994523,0.650315
1317,20386,2,0.966069,0.764434
1317,20389,1,1.000000,0.508803
1317,20390,2,0.977459,0.860322
1317,20391,2,1.000000,0.760858
1317,20392,3,0.892180,0.626046
1317,20388,5,0.996822,0.796631
1317,20387,4,0.964242,0.757093
1317,20394,2,0.986804,0.748258
1317,20395,2,0.997503,0.752664
1317,20397,2,1.000000,0.745645
1317,20396,2,0.989427,0.838207
1317,20398,2,0.994479,0.852055
1317,20399,2,0.988680,0.888793
1317,20393,5,0.988971,0.752371
1317,20400,4,0.994295,0.803973
1317,20401,4,0.974539,0.844182
1318,20404,2,0.937269,0.681747
1318,20402,4,0.990427,0.891606
1318,20406,2,0.989147,0.849983
1318,20405,3,0.998223,0.531720
1318,20403,5,0.941404,0.742637
1318,20407,4,0.980602,0.888555
1318,20410,3,0.942383,0.770322
1318,20409,4,0.962954,0.876886
1318,20411,4,0.958682,0.845087
1318,20408,7,0.986526,0.756878
1318,20412,2,0.980092,0.913485
1318,20413,3,1.000000,0.776158
1318,20415,2,0.981325,0.766539
1318,20414,4,0.953387,0.895508
1319,20416,2,0.870861,0.827134
1319,20417,3,0.983372,0.689412
1319,20418,3,0.971621,0.817749
1319,20423,1,0.988347,0.964197
1319,20420,3,0.985016,0.900749
1319,20421,4,0.934655,0.772621
1319,20422,2,0.969896,0.817280
1319,20419,4,0.992927,0.827035
1319,20425,2,0.997017,0.950247
1319,20424,3,0.988860,0.834286
1319,20426,3,0.918036,0.895055
1319,20427,3,0.993488,0.951462
1319,20430,2,0.994144,0.622882
1319,20429,4,0.997135,0.550377
1319,20428,5,0.998749,0.892615
1319,20431,3,0.985359,0.859498
1320,20433,3,0.943045,0.755520
1320,20434,3,0.861313,0.627712
1319,20432,5,0.963945,0.891356
1320,20437,2,0.980626,0.826857
1320,20438,3,0.998853,0.756713
1320,20435,4,0.925498,0.854867
1320,20436,4,0.968243,0.860128
1320,20440,2,1.000000,0.721506
1320,20441,2,1.000000,0.543302
1320,20442,3,0.992694,0.355636
1320,20439,6,0.947591,0.506437
1320,20445,2,1.000000,0.857534
1320,20446,2,0.947094,0.900468
1320,20447,3,0.969091,0.845701
1320,20444,6,0.988752,0.858169
1320,20448,2,1.000000,0.931605
1320,20443,9,0.961717,0.895045
1321,20449,2,0.970115,0.893969
1321,20450,2,0.992335,0.939496
1321,20452,2,0.977352,0.821901
1321,20451,3,0.961862,0.834835
1321,20457,1,0.986206,0.922455
1321,20453,4,0.994415,0.891640
1321,20455,3,0.972314,0.826350
1321,20456,3,0.964634,0.743305
1321,20459,2,0.905590,0.725360
1321,20460,1,1.000000,0.955049
1321,20454,7,0.987530,0.904883
1321,20458,2,0.971055,0.806972
1321,20463,2,0.950444,0.637338
1321,20465,2,0.943209,0.790334
1321,20462,3,0.955666,0.828060
1321,20461,4,0.960371,0.881937
1321,20466,2,0.952667,0.753805
1321,20467,2,0.997651,0.939906
1321,20464,6,0.931412,0.848264
1321,20468,3,0.951844,0.777409
1322,20469,3,0.977936,0.777111
1322,20471,4,0.976868,0.503738
1322,20470,2,0.954801,0.771832
1322,20473,2,0.980563,0.901134
1322,20472,4,1.000000,0.572820
1322,20474,4,0.993394,0.604027
1322,20476,3,0.991895,0.861216
1322,20475,6,0.970536,0.828515
1322,20477,4,0.988296,0.773543
1323,20480,2,0.954167,0.769239
1322,20478,6,0.984753,0.676592
1323,20479,3,0.997021,0.797745
1323,20482,2,0.993026,0.938389
1323,20481,4,0.977058,0.814243
1323,20485,2,0.983493,0.872296
1323,20486,2,0.951838,0.745676
1323,20484,4,0.990018,0.953321
1323,20483,3,0.992222,0.903183
1323,20487,2,1.000000,0.797185
1323,20488,2,0.994639,0.880543
1323,20489,2,0.973722,0.933254
1323,20490,4,0.998578,0.815044
1323,20491,3,0.960022,0.809717
1323,20493,4,0.992920,0.837324
1323,20496,2,0.989779,0.904877
1323,20492,4,0.960384,0.871526
1323,20494,4,0.992185,0.834760
1323,20495,5,0.985455,0.656141
1324,20499,2,0.996435,0.889522
1324,20497,4,0.856832,0.787381
1324,20498,4,0.969972,0.880319
1324,20501,1,1.000000,0.851655
1324,20502,2,1.000000,0.932133
1324,20500,3,1.000000,0.857299
1324,20503,3,0.924677,0.761437
1324,20504,3,0.971254,0.755840
1325,20506,2,0.972688,0.839508
1325,20508,2,0.952206,0.872149
1325,20505,4,0.834114,0.793640
1325,20507,3,0.974887,0.758328
1325,20509,2,0.996199,0.891950
1325,20513,3,0.996069,0.744963
1325,20510,4,0.924680,0.733787
1325,20514,2,0.901291,0.969624
1325,20511,3,1.000000,0.946542
1326,20518,2,0.981134,0.897068
1325,20515,3,0.941014,0.624832
1325,20516,3,0.917508,0.746985
1326,20519,2,0.982499,0.905632
1326,20521,3,0.978319,0.845479
1326,20520,3,1.000000,0.849233
1325,20512,14,0.994104,0.968053
1326,20523,3,1.000000,0.763787
1326,20522,5,0.969153,0.923616
1325,20517,10,0.927111,0.831457
1326,20524,4,0.985330,0.907829
1326,20525,3,1.000000,0.818199
1326,20528,2,0.968493,0.848461
1326,20526,4,0.982615,0.635553
1326,20527,4,0.996722,0.948498
1326,20529,4,0.933303,0.832045
1326,20530,3,0.966104,0.822363
1327,20532,3,0.977632,0.880085
1327,20531,4,0.983112,0.812813
1327,20533,3,0.982030,0.792133
1327,20535,2,0.990220,0.806280
1327,20534,4,0.975723,0.807268
1327,20536,3,1.000000,0.782939
1327,20538,1,1.000000,0.965207
1327,20541,1,1.000000,0.970903
1327,20539,2,1.000000,0.909627
1327,20537,4,0.996721,0.741498
1327,20540,4,0.881072,0.699145
1327,20543,3,0.971892,0.919927
1327,20542,5,0.968008,0.901309
1327,20544,3,0.964740,0.936745
1327,20545,3,0.982461,0.911509
1328,20549,2,1.000000,0.744666
1328,20550,2,1.000000,0.754256
1327,20548,3,0.926426,0.774614
1327,20547,4,0.984557,0.896395
1328,20551,2,1.000000,0.804092
1327,20546,7,0.991121,0.748155
1328,20553,2,0.981671,0.817384
1328,20554,2,0.997070,0.755105
1328,20552,4,0.950451,0.808796
1328,20556,2,1.000000,0.894145
1328,20558,2,1.000000,0.917215
1328,20557,3,0.947101,0.926218
1329,20561,1,0.979441,0.700784
1328,20555,3,0.923917,0.874442
1328,20559,3,1.000000,0.890290
1328,20560,2,0.974820,0.967352
1329,20563,2,0.982958,0.864100
1329,20562,3,0.975098,0.905376
1329,20564,3,0.950136,0.965424
1329,20566,2,0.773289,0.759930
1329,20567,3,0.941131,0.850671
1329,20569,1,0.931578,0.792778
1329,20568,5,0.968233,0.854447
1329,20570,3,0.983064,0.926343
1329,20571,4,0.843439,0.733127
1329,20572,4,0.983065,0.884200
1330,20573,2,1.000000,0.921911
1330,20574,2,0.989148,0.504058
1330,20576,2,0.974046,0.756322
1330,20575,4,1.000000,0.752463
1330,20578,2,0.978870,0.602787
1330,20579,2,0.990624,0.872347
1329,20565,16,0.953575,0.806703
1330,20577,5,0.997721,0.915087
1330,20580,1,1.000000,0.759822
1330,20582,3,0.925826,0.794266
1330,20583,2,1.000000,0.841971
1330,20581,4,0.974771,0.889943
1330,20585,4,0.996096,0.951081
1330,20584,7,0.968440,0.864073
1331,20588,4,1.000000,0.347090
1331,20586,4,0.966907,0.812947
1331,20589,2,0.825203,0.867917
1331,20587,5,0.981983,0.722548
1331,20592,2,1.000000,0.880760
1331,20594,2,1.000000,0.775924
1331,20593,2,1.000000,0.779673
1331,20591,3,0.973293,0.873616
1331,20590,3,0.966052,0.855392
1331,20597,1,0.974680,0.709527
1331,20596,2,0.822635,0.710160
1331,20595,2,0.948247,0.682230
1331,20598,2,0.967726,0.751042
1332,20599,2,0.930199,0.886827
1332,20600,2,0.945874,0.885846
1332,20603,3,0.981399,0.901853
1332,20601,3,0.960077,0.861733
1332,20602,3,0.939082,0.873314
1332,20604,3,0.983551,0.827415
1332,20605,3,0.972912,0.842595
1332,20608,3,0.950706,0.736376
1332,20607,3,0.989615,0.579342
1332,20609,2,1.000000,0.918725
1332,20606,3,0.974350,0.825533
1332,20610,3,0.995544,0.897806
1332,20615,3,0.907634,0.814032
1332,20613,4,0.997790,0.783952
1332,20611,5,0.976301,0.888771
1332,20614,4,0.981809,0.872900
1333,20617,1,1.000000,0.887036
1333,20618,2,0.985897,0.800603
1332,20612,7,0.990987,0.811438
1333,20619,3,0.948964,0.870944
1333,20620,3,0.947547,0.900472
1332,20616,8,0.975846,0.949157
1333,20622,3,0.948807,0.908404
1333,20623,3,0.959351,0.448622
1333,20621,4,0.946275,0.838147
1333,20624,2,0.972290,0.643912
1333,20625,4,0.966877,0.695387
1333,20628,2,0.995775,0.837393
1333,20629,2,1.000000,0.857907
1333,20627,3,0.985574,0.611475
1333,20626,5,0.977109,0.767333
1333,20631,1,0.958312,0.925557
1333,20632,1,0.964357,0.914748
1333,20630,2,0.949365,0.886770
1333,20633,1,0.962131,0.950456
1334,20634,1,1.000000,0.801161
1334,20635,2,0.979784,0.771432
1334,20639,2,0.953069,0.501166
1334,20638,2,0.974689,0.892567
1334,20636,4,0.891366,0.773273
1334,20641,2,0.982195,0.802027
1334,20640,3,0.837331,0.588349
1334,20642,2,0.985082,0.867588
1334,20637,6,0.995466,0.795079
1334,20643,2,0.988238,0.894533
1334,20644,3,0.945770,0.950964
1334,20647,2,0.987109,0.872290
1334,20645,3,0.922098,0.948554
1335,20649,1,1.000000,0.918488
1334,20648,3,0.993741,0.939206
1334,20646,5,0.921995,0.788029
1336,20650,2,0.981866,0.712752
1336,20652,2,0.900324,0.695676
1336,20651,3,1.000000,0.717167
1336,20654,3,0.981700,0.591429
1336,20656,3,1.000000,0.502537
1336,20658,2,0.981914,0.913101
1336,20655,6,1.000000,0.711236
1336,20657,3,0.975864,0.551908
1336,20653,7,0.950223,0.757018
1336,20659,2,0.782782,0.670664
1336,20661,2,0.986249,0.926199
1336,20660,3,0.937590,0.846737
1336,20662,3,0.973664,0.875808
1337,20663,3,0.954950,0.869605
1337,20664,3,0.964637,0.803958
1337,20668,2,1.000000,0.577658
1337,20666,5,0.974058,0.807806
1337,20667,4,0.933826,0.797071
1337,20669,2,0.987429,0.750264
1337,20665,4,1.000000,0.858152
1337,20674,1,1.000000,0.539896
1337,20671,2,0.950834,0.383629
1337,20673,3,1.000000,0.694893
1337,20670,3,0.984621,0.733068
1337,20672,3,1.000000,0.565723
1338,20679,3,1.000000,0.795836
1337,20675,5,0.931774,0.863453
1337,20676,4,0.931072,0.888524
1337,20677,4,0.888364,0.861592
1337,20678,4,0.894817,0.841627
1338,20680,2,0.991434,0.392081
1338,20682,3,1.000000,0.866387
1338,20681,3,1.000000,0.702991
1338,20685,3,0.993603,0.717358
1338,20683,4,0.968630,0.830321
1338,20684,5,0.992043,0.832619
1338,20688,4,0.947275,0.794091
1338,20689,3,0.901795,0.620826
1338,20686,5,0.942264,0.661743
1338,20687,4,0.973762,0.864173
1339,20692,2,1.000000,0.835334
1339,20693,2,0.972228,0.928469
1339,20696,2,1.000000,0.335570
1339,20695,4,0.887164,0.715315
1339,20694,5,0.993584,0.894200
1339,20697,3,1.000000,0.706435
1339,20698,2,0.977319,0.671524
1339,20699,1,0.955465,0.829972
1338,20691,9,0.974290,0.872824
1338,20690,11,0.946685,0.882563
1339,20700,3,0.975886,0.620867
1340,20702,3,0.869491,0.868432
1340,20703,3,0.992751,0.785202
1340,20704,2,1.000000,0.714319
1339,20701,4,1.000000,0.755957
1340,20708,2,0.966550,0.910017
1340,20705,3,0.988129,0.726687
1340,20707,3,0.966922,0.890877
1340,20709,3,0.973872,0.791261
1340,20706,3,0.967266,0.767839
1340,20711,1,0.951388,0.685930
1340,20712,1,0.996242,0.857392
1340,20710,2,0.963748,0.734170
1341,20713,2,0.907891,0.632547
1341,20714,2,1.000000,0.861738
1341,20716,2,0.997915,0.807178
1341,20718,2,0.995355,0.850933
1341,20719,1,0.998534,0.920835
1341,20715,4,0.986714,0.913303
1341,20722,2,0.945535,0.912164
1341,20720,2,0.975912,0.802928
1341,20721,3,0.899681,0.580438
1341,20717,8,0.926218,0.729821
1341,20723,4,0.988325,0.855954
1341,20727,4,0.999006,0.904727
1341,20725,5,0.981812,0.869081
1341,20724,5,0.997982,0.901222
1341,20728,4,0.973999,0.849358
1341,20726,5,0.951139,0.844113
1342,20732,2,0.998510,0.303179
1341,20729,4,0.966254,0.774423
1342,20731,3,0.972492,0.679963
1342,20735,1,1.000000,0.909868
1342,20734,1,1.000000,0.960152
1342,20733,3,0.988524,0.847756
1342,20738,3,0.998679,0.974461
1342,20737,3,0.982335,0.855374
1342,20736,7,0.917608,0.881238
1343,20739,3,0.997095,0.877025
1343,20740,1,1.000000,0.861708
1341,20730,4,0.990873,0.825724
1343,20744,2,0.997487,0.883723
1343,20741,3,0.942104,0.864986
1343,20743,4,0.927433,0.806065
1343,20742,5,0.973309,0.785614
1343,20746,2,0.958438,0.814754
1343,20745,4,0.957074,0.805984
1343,20747,3,0.924339,0.762135
1343,20749,1,0.952733,0.844823
1343,20752,2,0.899788,0.764072
1343,20750,3,0.984227,0.705256
1343,20748,4,0.898274,0.783646
1285,19927,3,0.964925,0.147288
1344,20753,3,0.993552,0.814262
1344,20754,1,1.000000,0.898980
1344,20759,1,1.000000,0.763132
1343,20751,6,0.892305,0.628847
1344,20755,2,0.956584,0.784457
1344,20756,3,0.959035,0.879674
1344,20758,2,0.966972,0.806208
1344,20760,1,1.000000,0.835282
1344,20764,1,1.000000,1.000000
1344,20762,2,0.933905,0.752957
1344,20763,2,0.990533,0.817224
1344,20761,2,1.000000,0.923323
1344,20765,2,1.000000,0.922291
1344,20766,2,0.939155,0.739887
1345,20767,2,0.938551,0.901252
1345,20769,2,0.988111,0.761240
1345,20768,3,0.939042,0.717164
1344,20757,5,0.991427,0.818235
1345,20771,2,0.989510,0.907957
1345,20770,4,0.968345,0.856008
1345,20772,3,0.942987,0.632919
1345,20774,3,0.995009,0.693598
1345,20775,3,0.987287,0.855860
1345,20773,6,1.000000,0.869792
1345,20776,3,0.933787,0.650919
1345,20778,4,0.981403,0.890013
1345,20780,2,0.981459,0.970495
1346,20782,2,0.972781,0.885140
1345,20777,4,0.979026,0.860765
1346,20781,3,0.979163,0.853276
1346,20786,1,1.000000,0.339878
1346,20784,3,0.935639,0.854803
1346,20788,1,1.000000,0.748284
1346,20787,2,1.000000,0.413798
1346,20783,3,0.979820,0.895821
1345,20779,5,0.993291,0.815570
1346,20790,1,1.000000,0.888636
1346,20785,3,0.990185,0.656231
1346,20789,2,0.889742,0.866098
1346,20791,2,0.890115,0.862534
1346,20794,1,1.000000,0.853733
1346,20792,2,0.992941,0.928166
1346,20793,2,0.994235,0.921709
1346,20797,1,1.000000,0.912468
1346,20796,2,0.994487,0.852137
1346,20795,2,0.993430,0.739981
1346,20799,2,0.838839,0.733884
1346,20798,3,0.988537,0.802819
1346,20800,3,0.981348,0.923383
1347,20801,3,0.993373,0.863356
1347,20804,3,0.990929,0.936589
1347,20802,4,0.968869,0.845905
1347,20807,1,1.000000,0.920711
1347,20805,2,0.984824,0.672071
1347,20808,2,0.983412,0.861617
1347,20803,6,0.882458,0.803514
1347,20809,2,1.000000,0.805402
1347,20806,4,0.983241,0.725167
1347,20810,2,1.000000,0.893724
1347,20811,1,1.000000,0.842863
1347,20812,2,0.926496,0.841596
1347,20814,2,0.908539,0.719181
1347,20813,2,0.906818,0.706328
1347,20815,2,0.967586,0.806782
1347,20816,2,0.924402,0.852441
1347,20817,2,0.989975,0.813474
1347,20818,2,0.980922,0.813880
1347,20819,2,0.938182,0.695155
1348,20821,2,0.978794,0.821326
1348,20820,4,0.918664,0.683668
1348,20825,2,0.997803,0.703503
