pubid,labelled_contexts
27496822,"OBJECTIVE: Obese persons have low circulating natriuretic peptide (NP) concentrations. It has been proposed that this 'natriuretic handicap' could play a role in obesity-related hypertension. The normal physiological response of the NP system to an increase in blood pressure (BP) is an increase in NP secretion with concomitant higher circulating NP concentrations. In this study, we investigated whether higher BP would also be related to higher circulating NP concentrations in obese men; furthermore, we verified that BP had affected the hearts of our study participants, by determining left ventricular mass (LVM). METHODS: We examined 103 obese healthy medication-free men. We measured 24-hour ambulatory BP (ABP). LVM was calculated using the Cornell voltage-duration product method. Fasting serum concentrations of midregional proatrial NP (MR-proANP), a surrogate for active ANP, were measured. Linear regression analysis was used to calculate age-adjusted standardised regression coefficients (β). RESULTS: LVM and BP increased across systolic ABP quartiles (mean LVM±SD: 1599.1±387.2 mm ms in first vs 2188.5±551.3 mm ms in fourth quartile, p<0.001; mean systolic ABP±SD: 114.5±4.2 mm Hg in first vs 149.0±7.7 mm Hg in fourth quartile, p<0.001). Systolic ABP was robustly associated with LVM (ß=0.48, p<0.001). Despite evidence of BP-related increases in LVM, serum MR-proANP was negatively associated with systolic ABP (ß=-0.32, p=0.004) and with diastolic ABP (ß=-0.45, p<0.001)."
27503696,"BACKGROUND: Septic hip revisions are associated with greater complications and higher costs than aseptic revisions. It is unclear whether blood loss and transfusion requirements are different in septic and aseptic revisions. We hypothesized that the blood loss and transfusion are dependent on the complexity of the revision surgery and patient's general health rather than the presence of infection. METHODS: We retrospectively reviewed 626 revision total hip arthroplasties in 547 patients between 2009 and 2013. All the procedures were classified as septic (n = 120) or aseptic (n = 506) based on the Musculoskeletal Infection Society criteria for periprosthetic joint infection. Independent risk factors for transfusion and blood loss were analyzed using a multiple regression analysis. RESULTS: The transfusion rate was higher in septic revisions (septic = 108/120 [90%], aseptic = 370/506 [73%]; P < .001), so was the average amount of blood loss (septic = 2533 ± 161 mL, aseptic = 1974 ± 68 mL; P < .001). After adjusting for potential confounders, infection was not an independent risk factor for transfusion (P = .176) or blood loss (P = .437). Increasing age (P = .004), higher American Society of Anesthesiologists score (P = .047), lower preoperative hemoglobin (P < .001), cell saver use (P < .001), and complex revision surgery (P < .001) were independently associated with greater risk of transfusion."
27495927,"BACKGROUND: During a fatal Nipah virus (NiV) outbreak in Bangladesh, residents rejected biomedical explanations of NiV transmission and treatment and lost trust in the public healthcare system. Field anthropologists developed and communicated a prevention strategy to bridge the gap between the biomedical and local explanation of the outbreak. METHODS: We explored residents' beliefs and perceptions about the illness and care-seeking practices and explained prevention messages following an interactive strategy with the aid of photos showed the types of contact that can lead to NiV transmission from bats to humans by drinking raw date palm sap and from person-to-person. RESULTS: The residents initially believed that the outbreak was caused by supernatural forces and continued drinking raw date palm sap despite messages from local health authorities to stop. Participants in community meetings stated that the initial messages did not explain that bats were the source of this virus. After our intervention, participants responded that they now understood how NiV could be transmitted and would abstain from raw sap consumption and maintain safer behaviours while caring for patients."
27492803,"OBJECTIVE: During reactive hyperemia, the brachial artery in some individuals constricts prior to dilation. Our aim was to describe the frequency of high-flow-mediated constriction (H-FMC) in adults, and its relationship to body composition and biomarkers of cardiovascular and metabolic risk. METHODS: Two hundred forty-six adults (124 male, 122 female; 36 ± 7 years old) were assessed for H-FMC via sonographic imaging of the brachial artery. Blood pressure, glucose, insulin, lipids, and body composition assessed via dual energy X-ray absorptiometry were collected. H-FMC was characterized as a 10-second average of maximal postocclusion constriction. Independent t test was used to compare H-FMC versus non-H-FMC individuals. RESULTS: H-FMC was observed in approximately 69% of adult participants (54 obese, 57 overweight, and 59 normal weight). Total body mass (82.3 ± 17.5 versus 76.3 ± 16.3 kg, p = 0.012), fat mass (27.7 ± 11.5 versus 23.8 ± 10.5 kg, p = 0.012), body mass index (27.7 ± 4.9 versus 26.1 ± 5.0 kg/m."
27490740,"BACKGROUND: The preterm newborn is at high risk of developing cardiovascular compromise during the first day of life and this is associated with increased risk of brain injury. Standard treatments are volume expansion and administration of inotropes, typically dopamine and/or dobutamine, but there is limited evidence that inotropes improve clinical outcomes. This study investigated the efficacy of dopamine and dobutamine for the treatment of cardiovascular compromise in the preterm newborn using a piglet model. METHODS: Preterm and term piglets were assigned to either dopamine, dobutamine or control infusions. Heart rate, left ventricular contractility, cardiac output, blood pressure, and cerebral and regional blood flows were measured during baseline, low (10 µg/kg/h), and high (20 µg/kg/h) dose infusions. RESULTS: At baseline, preterm piglets had lower cardiac contractility, cardiac output, blood pressure, and cerebral blood flow compared to term piglets. The response of preterm piglets to either dopamine or dobutamine administration was less than in term piglets. In both preterm and term piglets, cardiac output and cerebral blood flow were unaltered by either inotrope."
27489502,"UNLABELLED: PTH stimulates bone formation in Fgfr3 knockout mice through promotion of proliferation and differentiation in osteoblasts. BACKGROUND: Previous studies showed that endogenous fibroblast growth factor 2 (FGF-2) is required for parathyroid hormone (PTH)-stimulated bone anabolic effects, however, the exact mechanisms by which PTH stimulate bone formation and the function of FGF receptors in mediating these actions are not fully defined. FGF receptor 3 (FGFR3) has been characterized as an important regulator of bone metabolism and is confirmed to cross-talk with PTH/PTHrP signal in cartilage and bone development. METHODS: Fgfr3 knockout and wild-type mice at 2-month-old and 4-month-old were intraperitoneally injected with PTH intermittently for 4 weeks and then the skeletal responses to PTH were assessed by dual energy X-ray absorptiometry (DEXA), micro-computed tomography (μCT) and bone histomorphometry. RESULTS: Intermittent PTH treatment improved bone mineral density (BMD) and femoral mechanical properties in both Fgfr3 (-/-) and wild-type mice. Histomorphometric analysis showed that bone formation and bone resorption were increased in both genotypes following PTH treatment. PTH treatment increased trabecular bone volume (BV/TV) in WT and Fgfr3-deficient mice. The anabolic response in Fgfr3-deficient and wild-type bone is characterized by an increase of both bone formation and resorption-related genes following PTH treatment. In addition, we found that Fgfr3 null osteoblasts (compared to wild-type controls) maintained normal abilities to response to PTH-stimulated increase of proliferation, differentiation, expression of osteoblastic marker genes (Cbfa1, Osteopontin and Osteocalcin), and phosphorylation of Erk1/2."
27493887,"BACKGROUND: A possible impact of obesity on the risk of thyroid cancer has been postulated in some studies, but it remains controversial. OBJECTIVE: To investigate the association between obesity and differentiated thyroid carcinoma in a population of unselected patients subjected to fine-needle aspiration cytology (FNAC) for thyroid nodules. METHODS: We retrospectively evaluated the results of FNAC of thyroid nodules in 4,849 patients (3,809 females and 1,040 males; mean age 55.9 ± 14.1 years). Patients were stratified according to their body mass index (BMI). There were 1,876 (38.7%) normal-weight patients (BMI 18-24.9), 1,758 (36.2%) overweight (BMI 25-29.9), 662 (13.7%) grade 1 obese (BMI 30-34.9), 310 (6.4%) grade 2 obese (BMI 35-39.9) and 243 (5.0%) grade 3 obese (BMI >40). RESULTS: The prevalence of suspicious or malignant nodules (Thy4/Thy5) did not differ across the 5 BMI groups, i.e. it was 6.8% in normal-weight patients, 6.3% in overweight patients, 6.3% in grade 1 obese patients, 4.0% in grade 2 obese patients and 4.2% in grade 3 obese patients (p = 0.29). The prevalence of Thy4/Thy5 nodules did not differ when males and females were evaluated separately (p = 0.22 and p = 0.12, respectively). A significant, lower rate of Thy4/5 cytology was observed in female patients with grade 2-3 obesity (odds ratio 0.51; 95% confidence interval 0.284-0.920; p = 0.009)."
27513399,"OBJECTIVE: Obesity is a cause of preventable morbidity and mortality with an increasing prevalence. Health promoting lifestyle activities maintain or improve an individual's health and in adolescence many habits are configured. The aim of this study was to determine the prevalence of overweight and obesity among adolescents and the relation between obesity and health promoting behaviors. METHODS: This is a cross-sectional study including 848 high school students aged 15-17. All students were administered a questionnaire including the Health Promotion Life-Style Profile Scale. Weight and height were measured and body mass index was calculated. Descriptive analysis, Pearson's chi-square test, Kruskal-Wallis and Mann-Whitney U tests, and multivariate logistic regression analysis were used. P < 0.05 was considered statistically significant. RESULTS: Of the included students, 80.8% (n = 685) had normal ranges of body mass index, 10.1% (n = 86) were overweight, and 9.1% (n = 77) were obese. The Health Promotion Life-Style Profile Scale average score was found to be 126.7 ± 20.4. There was no significant difference between Health Promotion Life-Style Profile Scale and obesity (P = 0.921)."
27490042,"BACKGROUND: Gene therapeutic strategies with suicide genes are currently investigated in clinical trials for brain tumors. Previously, we have shown that lentiviral vectors delivering the suicide gene HSV-Tk to experimental brain tumors promote a highly significant treatment effect and thus are promising vectors for clinical translation. METHODS: In the present study, we tested lentiviral vectors delivering the suicide gene HSV-Tk.007, a highly active mutant of HSV-Tk, to rat brains as a preclinical toxicity study. We injected 10(6) vesicular stomatitis virus glycoprotein (VSV-G) pseudotyped functional lentiviral particles harboring the suicide gene HSV-Tk.007 into the brain of healthy, immunocompetent rats. During prodrug treatment with ganciclovir (GCV), we measured weight and assessed the behavior of the rats in an open field test. After 14 days of GCV treatment, we analyzed HSV-Tk.007 expression in different brain cell populations, as well as inflammatory responses and apoptosis. RESULTS: During prodrug treatment with GCV, behavior experiments did not reveal differences between the treated rats and the control groups. Analysis of HSV-Tk expression in different brain cell populations showed that transduced normal brain cells survived GCV treatment. There were no statistically significant differences in the number of transduced cells between treatment and control groups. Furthermore, inflammatory responses and apoptosis of brain cells were not observed."
27500970,"BACKGROUND: Data on antimicrobial prophylaxis for open fractures is limited, with many protocols based on expert recommendations. These protocols include aminoglycosides (AGs) for fractures with significant soft tissue injury, but these drugs are associated with acute kidney injury (AKI) in other settings; this risk has not been defined for open fracture prophylaxis. METHODS: We performed a retrospective study from May 2012 to October 2014 at our Level 1 trauma center. Patients with open fractures were evaluated for demographics, location/type of fracture, injury severity, and receipt of an AG. Outcomes included rates of AKI, infection, and mortality. RESULTS: There were 167 patients with open fractures during the study period (119 males, mean age 42 ± 17 [standard deviation] years), with 80 (48%) receiving prophylactic gentamicin (AG+ group). The AG+ and AG- patients had similar fracture sites and Injury Severity Scores (ISSs) (12.6 ± 9.9 AG+ vs. 15.9 ± 13.2 AG-) but were more likely to have sustained blunt trauma (96% AG+ vs. 77%; p < 0.001) or received intravenous contrast medium ≤48 h from admission (75% AG+ vs. 56% AG-; p = 0.01). Gentamicin was not associated with AKI (odds ratio [OR] 0.22; 95% confidence interval [CI] 0.020-2.44; p = 0.22), whereas hypotension on admission (OR 10.7; 95% CI 1.42-80.93; p = 0.02) and ISS (OR 1.1; 95% CI 1.01-1.20; p = 0.02) were both associated with AKI. Only four fracture site infections were identified, three in the AG+ group and one in the AG- group (3.8% vs. 1.1%; p = 0.27). The mortality rate was greater in the AG- group (3.8% vs. 12.6%; p = 0.04)."
27519165,"OBJECTIVE: To investigate whether the use of continuous Pringle maneuver (PM) adversely impacts the outcome of patients with hepatocellular carcinoma (HCC). METHODS: From January 1989 to January 2011, 586 HCC patients who underwent curative resection in Peking Union Medical College Hospital were identified from the database. Continuous PM was performed in 290 patients (PM group), including 163 patients with a hepatic inflow occlusion time of <15 min (PM-1 group) and 127 with 15-30 min (PM-2 group). An additional 296 patients underwent partial hepatectomy without inflow occlusion (occlusion-free, OF group). RESULTS: The PM group showed less estimated blood loss during hepatectomy than the OF group (P = 0.005) and the two groups experienced similar incidence of perioperative complications. There were no significant differences in either overall survival or disease-free survival (DFS) between the PM and OF groups (P = 0.117 and 0.291, respectively), and between the PM-1 and PM-2 groups (P = 0.344 and 0.103, respectively). Hepatic inflow occlusion and occlusion time were not independent risk factors for OS or DFS."
27492911,"OBJECTIVE: To determine the association between prophylactic plasma transfusion and periprocedural red blood cell (RBC) transfusion rates in patients with elevated international normalized ratio (INR) values undergoing interventional radiology procedures. METHODS: In this retrospective cohort study, adult patients undergoing interventional radiology procedures with a preprocedural INR available within 30 days of the procedure during a study period of January 1, 2009, to December 31, 2013, were eligible for inclusion. Baseline characteristics, coagulation parameters, transfusion requirements, and procedural details were extracted. Univariate and multivariable propensity-matched analyses were used to assess the relationships between prophylactic plasma transfusion and the outcomes of interest, with a primary outcome assessed a priori of RBC transfusion occurring during the procedure or within the first 24 hours postprocedurally. RESULTS: A total of 18,204 study participants met inclusion criteria for this study, and 1803 (9.9%) had an INR of 1.5 or greater before their procedure. Of these 1803 patients, 196 patients (10.9%) received prophylactic plasma transfusion with a median time of 1.9 hours (interquartile range [IQR], 1.1-3.2 hours) between plasma transfusion initiation and procedure initiation. In multivariable propensity-matched analysis, plasma administration was associated with increased periprocedural RBC transfusions (odds ratio, 2.20; 95% CI, 1.38-3.50; P<.001) and postprocedural intensive care unit admission rates (odds ratio, 2.11; 95% CI, 1.41-3.14; P<.001) as compared with those who were not transfused preprocedurally. Similar relationships were seen at higher INR thresholds for plasma transfusion."
27492913,"OBJECTIVE: To investigate the recent incidence of T1D in a US Midwestern county to determine whether this increase has been sustained and compare it with the incidence of celiac disease (CD) and also investigate the prevalence of CD, an associated autoimmune disease, within the cohort. METHODS: A broad search strategy was used to identify all incident cases of T1D in Olmsted County, Minnesota, between January 1, 1994, and December 31, 2010, using the Rochester Epidemiology Project. Diagnosis and residency status were confirmed through the medical record. Incidence rates were directly standardized to the 2010 US population. Poisson regression was used to test for a change in incidence rate. Clinical charts were reviewed to confirm case status. RESULTS: There were 233 incident cases of T1D. Directly adjusting for age and sex with respect to the 2010 US white population, the overall annual incidence of T1D was 9.2 (95% CI, 8.0-10.4) per 100,000 people per year among all ages and 19.9 (95% CI, 16.6-23.2) per 100,000 people per year for those younger than 20 years. There was no significant increase in the incidence of T1D over time (P=.45). Despite the overall stability in annual incidence, there was an initial increasing trend followed by a plateau. Of the 109 patients with T1D (47%) tested for CD, 12% (13) had biopsy-proven CD."
27501808,"OBJECTIVE: Bracing is a common treatment for patients with adolescent idiopathic scoliosis (AIS) and is recommended for most skeletally immature patients with a curve of 25-45° in order to prevent or delay curve progression. The aim of this study was to determine at which body habitus orthotic management for AIS becomes less effective. We hypothesize that overweight children are more likely to fail brace treatment. METHODS: This was a retrospective cohort study involving consecutive patients with AIS treated with a thoracolumbosacral orthosis at a large pediatric tertiary care center. Patients were divided into three groups based on BMI: (1) high-BMI group (BMI >85th percentile); (2) low-BMI group (BMI <20th percentile); (3) mid-BMI group (BMI 20th-85th percentile). Successful orthotic treatment was defined as an increase in the primary curve of <5°, prevention of progression past 45°, and avoidance of surgery. RESULTS: The study cohort comprised 182 patients with a mean age of 12.5 years at brace prescription and a mean follow-up of 2 years. Compared to the mid-BMI group, high- and low-BMI patients were significantly more likely to fail orthotic management. The association between high-BMI and orthotic failure disappeared when compliance and in-brace correction were taken into account, but the association between low-BMI and each poor outcome remained significant."
27506482,"UNASSIGNED: Early full enteral feeding in preterm infants decreases morbidity and mortality. Our systematic review covered the effectiveness of rectal stimulation, suppositories and enemas on stooling patterns and feeding tolerance in low-birthweight infants born at up to 32 weeks. It comprised seven studies published between 2007 and 2014 and covered 495 infants."
27506393,"OBJECTIVE: Although the rule of 3 is recommended to minimize the risk of perforation when esophageal dilation is performed using bougie dilators, there are no data to validate its use. Our aim was to investigate the association between the rule of 3 and adverse events (AEs) in esophageal dilation. METHODS: A retrospective chart review in patients who underwent esophageal bougie or balloon dilation between December 1991 and February 2013 at a tertiary hospital was performed. Data collection included patient demographics, stricture and procedural characteristics, AEs, and follow-up. Univariate logistic regression models were used to assess the risk of AEs and perforations. RESULTS: A total of 297 patients (median age, 63 years; 60% men) underwent 2216 esophageal bougie or balloon dilations. Major AEs occurred in 22 (1%) dilation sessions, including 11 (0.5%) perforations, 4 (0.2%) fistulas, 3 (0.1%) hospitalizations for pain management, 2 (0.09%) clinically significant hemorrhages, 1 (0.04%) fever, and 1 (0.04%) tracheoesophageal voice prosthesis leak. Mean duration of treatment was 43.2 months (standard deviation, 47.7 months). Most strictures were benign (n = 275; 93%) and complex in nature (n = 198; 67%). Non-adherence to the rule of 3 occurred in 190 (13%) dilations with bougie dilators. Non-adherence was not associated with a higher rate of major AEs (1/190, 0.5% vs 15/953, 1.6%; P = .18) and perforations (0/190, 0% vs 7/952, 0.7%; P = .18). Gender, complex strictures, location of the stricture, type of dilator, and additional interventions were also not associated with major AEs or perforations. However, malignant strictures were associated with an increased risk of major AEs (odds ratio, 3.5; 95% confidence interval, 1.1-12.0) and perforations (odds ratio, 8.3; 95% confidence interval, 2.2-31.9)."
27519926,"OBJECTIVE: To evaluate manual lymphatic drainage (MLD) and active exercise effects on lymphatic alterations of the upper limb (UL), range of motion (ROM) of shoulder, and scar complications after breast cancer surgery. METHODS: Clinical trial. METHODS: Health care center. METHODS: Women (N=105) undergoing radical breast cancer surgery who were matched for staging, age, and body mass index. METHODS: Women (n=52) were submitted to MLD and 53 to active exercises for UL for 1 month and followed up. METHODS: Shoulder ROM, surgical wound inspection and palpation, UL circumference measurements, and lymphoscintigraphy were performed in preoperative and postoperative periods. RESULTS: There was no significant difference between groups with regard to wound healing complications, ROM, and UL circumferences. After surgery, 25 (48.1%) of the MLD group and 19 (35.8%) of the active exercise group showed worsening in radiopharmaceutical uptake velocity, whereas 9 (17.3%) of the MLD group and 11 (20.8%) of the active exercise group showed improved velocity (P=.445). With regard to uptake intensity, 27 (51.9%) of the MLD group and 21 (39.6%) of the active exercise group showed worsening whereas 7 (13.5%) of the MLD group and 7 (13.2%) of the active exercise group showed some improvement (P=.391). The presence of collateral circulation was similar in both groups at both time points evaluated. The active exercise group had a significant increase in postoperative liver absorption (P=.005), and the MLD group had a significant increase in postoperative dermal backflow (P=.024)."
27498122,"BACKGROUND: The evidence on the prognostic value of transthoracic echocardiography (TTE) in elderly, hemodynamically stable patients with Pulmonary Embolism (PE) is limited. OBJECTIVE: To evaluate the prevalence of common echocardiographic signs of right ventricular (RV) dysfunction and their prognostic impact in hemodynamically stable patients aged ≥65years with acute PE in a prospective multicenter cohort. METHODS: TTE was performed by cardiologists. We defined RV dysfunction as a RV/left ventricular ratio >0.9 or RV hypokinesis (primary definition) or the presence of ≥1 or ≥2 of 6 predefined echocardiographic signs (secondary definitions). Outcomes were overall mortality and mortality/non-fatal recurrent venous thromboembolism (VTE) at 30days, adjusting for the Pulmonary Embolism Severity Index risk score and highly sensitive troponin T values. RESULTS: Of 400 patients, 36% had RV dysfunction based on our primary definition, and 81% (≥1 sign) and 53% (≥2 signs) based on our secondary definitions, respectively. Using our primary definition, there was no association between RV dysfunction and mortality (adjusted HR 0.90, 95% CI 0.31-2.58) and mortality/non-fatal VTE (adjusted HR 1.09, 95% CI 0.40-2.98). Similarly, there was no statistically significant association between the presence of ≥1 or ≥2 echocardiographic signs (secondary definitions) and clinical outcomes."
27495107,"BACKGROUND: The diagnostic criteria for active infectious syphilis in the clinic are important matter of controversy and debate. So far, clinicians habitually do use the negative results of the nontreponemal and/or the specific antitreponemal IgM as the evidences of disease-free or active infection-free status. METHODS: We present a case study involving a patient who was admitted to Zhongshan Hospital because of cerebral infarct. Clinical examination indicated he had a history of latent syphilis with negative nontreponemal and specific antitreponemal IgM tests. The cerebrospinal fluid sample from the patient was inoculated into seronegative New Zealand rabbit. RESULTS: Motile Treponema pallidum was detected by a rabbit infectivity test in the patient's cerebrospinal fluid. This syphilis strain was confirmed by DNA subtyping form of ""centers for disease control subtype/tp0548 sequence type"", and the strain type was 14d/f. Treatment with benzathine penicillin provided no apparent benefit, but treatment with aqueous crystalline penicillin G, especially recommended for neurosyphilis, led to disease regression. No evidence of cerebral infarct was observed during a 2-year follow-up period."
27491472,"BACKGROUND: This study investigated the association between serum gamma-glutamyltransferase (GGT) level and subclinical atherosclerosis in patients with type 2 diabetes. METHODS: This cross-sectional study involved 1024 patients with type 2 diabetes mellitus. Measurement of brachial-ankle pulse wave velocity (baPWV; as a marker of arterial stiffness) and an ultrasound assessment of carotid atherosclerosis were performed. Subclinical atherosclerosis was defined by the presence of a high baPWV (≥1720 cm/s), carotid atherosclerosis (intima-media thickness >0.8 mm or the presence of plaques), and carotid stenosis (≥50 % of luminal narrowing). The subjects were stratified into quartiles according to GGT level, and the relationship between GGT level and subclinical atherosclerosis was analysed. RESULTS: Serum GGT levels were closely associated with obesity, atherogenic dyslipidemia, and metabolic syndrome. However, serum GGT levels did not show a linear association with baPWV, carotid intima-media thickness, or plaque grade. The prevalence of high baPWV, carotid atherosclerosis, and carotid stenosis did not differ between the quartiles in men and women. Multivariate logistic regression analyses revealed no association between GGT level and high baPWV, carotid atherosclerosis, and carotid stenosis, either as continuous variables or quartiles."
27516122,"OBJECTIVE: To determine the association of statin use with oncological outcomes and risk of pathologic upgrading following radical prostatectomy. METHODS: Using a prospectively populated database of 3042 men who underwent open radical prostatectomy, patients were grouped according to reported statin use at the time of surgery. The primary outcome was time to biochemical recurrence. The secondary outcome was risk of pathologic upgrading among a subset of 1256 patients with Gleason pattern 3 + 3 = 6 on biopsy. A multivariable Cox model was used to assess risk of biochemical recurrence, and multivariable logistic regression was used to assess risk of pathologic upgrading. RESULTS: Eight hundred twenty-four men (27%) reported statin use at the time of radical prostatectomy. Statin users were older and had higher body mass index, higher Charlson Comorbidity Index, and lower pretreatment prostate-specific antigen values than statin nonusers. Over a median follow-up of 70 months (interquartile range: 36-107), a total of 455 men (15%) experienced biochemical recurrence. Statin use was not associated with biochemical recurrence (adjusted hazard ratio: 1.06, 95% confidence interval: 0.86-1.31). Of those men with biopsy Gleason 3 + 3 = 6 disease, 647 (52%) were upgraded to higher grade disease following radical prostatectomy; however, statin use was not associated with pathologic upgrading (adjusted odds ratio: 0.78, 95% confidence interval: 0.58-1.04)."
27519875,"OBJECTIVE: To determine the rate of persistent tracheocutaneous fistula (TCF) in pediatric patients managed with stomal maturation at the time of the tracheostomy. METHODS: Retrospective chart analysis of all cases of tracheostomy performed at a tertiary pediatric care center between 2001 and 2011. METHODS: The use of stomal maturation, number of decannulations, number of persistent TCFs, timing of TCF repair, and the overall mortality were assessed. RESULTS: A total of 264 patients received tracheostomy between 2001 and 2011. Of the total, 173 (66%) underwent stomal maturation. Of those 173 patients, 89 patients (51% of maturation group) underwent planned decannulation. Forty seven (53%) of the 89 decannulated were found to have a persistent TCF in the stomal maturation group. These were diagnosed an average of 1.3 years (range, 4-43 months) after decannulation. Of the 91 patients (34% of the total) who did not undergo stomal maturation, 44 (48% of nonmaturation group) underwent planned decannulation. Twenty of the 44 patients decannulated (45%) were diagnosed with a residual TCF 8 to 28 months later. Both groups achieved similar rates of decannulation (51% maturation vs. 48% non-maturation [P = .80]) and TCF (27% maturation vs. 22% non-maturation [P = .44]). Overall, mortality rates were (32/173) 18% (matured) versus (26/91) 29% (nonmatured). No mortalities were tracheostomy related. The mean (standard deviation) time from operation to TCF closure among those with TCF was 4.0 (1.9) years."
27496751,UNASSIGNED: Essentials Platelet-Factor (F) VIII gene therapy is a promising treatment in hemophilia A. This study aims to evaluate if platelet-FVIII expression would increase the risk for thrombosis. Targeting FVIII expression to platelets does not induce or elevate thrombosis risk. Platelets expressing FVIII are neither hyper-activated nor hyper-responsive.
27493882,"BACKGROUND: Thyroid cancer is the most common endocrine gland malignancy. Advances in understanding the genetic basis for thyroid cancer revealed the potential involvement of several genes in the formation of thyroid tumors. Mutations in the gene coding for succinate dehydrogenase subtype B (SDHB) have been implicated in papillary thyroid cancer (PTC). Succinate dehydrogenase (SDH) is a heterotetrameric protein composed of four subunits, SDHA, SDHB, SDHC, and SDHD, and participates in both the electron transport chain and the tricarboxylic acid cycle. The aim of the study was to evaluate the association between variants in the SDHA, SDHB, SDHC, and SDHD genes and familiar PTC in a large Brazilian family. METHODS: Four patients with PTC, 1 patient with PTC and gastrointestinal stromal tumor (GIST), 1 patient with GIST, and their relatives - several of them with different thyroid problems - from a large Brazilian family were screened for genetic variations of SDHx genes with the use of polymerase chain reaction-single-stranded conformational polymorphism and direct sequencing. RESULTS: Only one rare variation in SDHA was found in some of the family members, but not segregating with the disease. No other genetic variants of these genes were detected in the family members that presented with PTC and/or GIST."
27514245,"BACKGROUND: The Affordable Care Act (ACA) Medicaid expansion varies in availability across states. OBJECTIVE: We compared characteristics of low-income uninsured residents in both Medicaid nonexpanding and expanding states with respect to their dietary quality, health risk factors, and access to care. METHODS: Data from the 2007-2012 National Health and Nutrition Examination Survey was matched with the Kaiser Family Foundation Medicaid expansion data. Bivariate and multivariate regressions were estimated to assess differences across expanding and non-expanding states. RESULTS: The non-expansion group had a lower Healthy Eating Index score (41.8 vs. 44.1, p-value=0.006), a higher Body Mass Index (29.9 vs. 28.9, p-value=0.032), higher obesity prevalence (41% vs. 33%, p-value=0.007), and lower asthma prevalence (14.8% vs. 19.7%, p-value=0.037) compared with the expansion group."
27505036,"BACKGROUND: Although race is associated with prostate cancer progression in early stage disease, once men have advanced disease, it is unclear whether race continues to predict a poor outcome. The authors hypothesized that, in an equal-access setting among patients with castration-resistant prostate cancer (CRPC) and no known metastases (M0/Mx), black men would receive imaging tests at similar rates as nonblack men (ie, there would be an equal opportunity to detect metastases) but would have a higher risk of metastatic disease. METHODS: In total, 837 men who were diagnosed with M0/Mx CRPC during 2000 through 2014 from 5 Veterans Affairs hospitals in the SEARCH (Shared Equal Access Regional Cancer Hospital) database were analyzed. Data on all imaging tests after CRPC diagnosis were collected, including date, type, and outcome. Multivariable Cox models were used to test associations between race and the time to first metastasis, first bone metastasis, first bone scan, second bone scan among men who had a negative first bone scan, and overall survival. RESULTS: Black men (n = 306) were equally as likely as nonblack men (n = 531) to receive a first and second bone scan after a diagnosis of CRPC. There were no significant differences in the risk of developing any metastases, bone metastases, time to bone scans, or overall survival between black men and nonblack men (all P > .2)."
27510332,"BACKGROUND: The use of intensity-modulated radiation therapy (IMRT) in rectal cancer has steadily increased over traditional 3D conformal radiotherapy (3D-CRT) due to perceived benefit of delivering higher treatment doses while minimizing exposure to surrounding tissues. However, IMRT is technically challenging and costly, and its effects on rectal cancer outcomes remain unclear. METHODS: Adults with clinical stage II and III rectal adenocarcinoma who underwent neoadjuvant chemoradiotherapy with 45-54 Gy of radiation and surgery were included from the 2006-2013 National Cancer Data Base. Patients were grouped based the modality of radiation received: IMRT or 3D-CRT. Multivariable regression modeling adjusting for demographic, clinical, and treatment characteristics was used to examine the impact of IMRT vs. 3D-CRT on pathologic downstaging, resection margin positivity, sphincter loss surgery, 30-day unplanned readmission and mortality after surgery, and overall survival. RESULTS: Among 7386 patients included, 3330 (45 %) received IMRT and 4056 (55 %) received 3D-CRT. While the mean radiation dose delivered was higher with IMRT (4735 vs. 4608 cGy, p < 0.001), it was associated with higher risks of positive margins (adjusted odds ratio (OR) 1.57; p < 0.001) and sphincter loss surgery (OR 1.32; p < 0.001). There were no differences between IMRT and 3D-CRT in the likelihood of pathologic downstaging (OR 0.89, p = 0.051), unplanned readmission (OR 0.79; p = 0.07), or 30-day mortality (OR 0.61; p = 0.31) after surgery. Additionally, there were no differences in overall survival at 8 years (IMRT vs. 3D-CRT: 64 vs. 64 %; adjusted hazard ratio 1.06, p = 0.47)."
27491601,"OBJECTIVE: The aim of this meta-analysis was to study the relation between access site and bivalirudin use on outcomes in patients with acute coronary syndrome (ACS). BACKGROUND: Bivalirudin and radial access use are 2 strategies that are increasingly used to lower major bleeding in patients with ACS undergoing invasive approaches. The interaction between these 2 strategies and the benefit of using them in combination are unclear. METHODS: This analysis included randomized controlled trials that compared bivalirudin to heparin with or without glycoprotein IIb/IIIa inhibitors in patients with ACS and reported outcomes stratified by arterial access site. Meta-analyses of outcome data were performed on the basis of access site and anticoagulation regimen. Pooled odds ratios (ORs) and 95% confidence intervals (CIs) were calculated from event rates using random-effects models. RESULTS: Eight trials with a total of 27,491 patients were included. Bivalirudin reduced major bleeding risk in patients with femoral access (OR: 0.51; 95% CI: 0.46 to 0.6; p < 0.001) but not in patients with radial access (OR: 0.75; 95% CI: 0.45 to 1.26; p = 0.28). Moreover, radial access reduced major bleeding risk in patients treated with heparin (OR: 0.57; 95% CI: 0.43 to 0.77; p < 0.001) but not in patients treated with bivalirudin (OR: 0.96; 95% CI: 0.65 to 1.41; p = 0.83). There were no differences in major adverse cardiovascular events or all-cause mortality between bivalirudin and heparin, regardless of access site."
