pubid,question,answer,rank,cosine_similarity
25427957,Is self-reported physical activity in smoking pre-cessation a protective factor against relapse for all?,no,11,0.794111
25427957,Is self-reported physical activity in smoking pre-cessation a protective factor against relapse for all?,no,12,0.794104
25427957,Is self-reported physical activity in smoking pre-cessation a protective factor against relapse for all?,no,13,0.789841
25427957,Is self-reported physical activity in smoking pre-cessation a protective factor against relapse for all?,no,14,0.785711
25427957,Is self-reported physical activity in smoking pre-cessation a protective factor against relapse for all?,no,15,0.784523
25427957,Is self-reported physical activity in smoking pre-cessation a protective factor against relapse for all?,no,16,0.782193
25427957,Is self-reported physical activity in smoking pre-cessation a protective factor against relapse for all?,no,17,0.781489
25427957,Is self-reported physical activity in smoking pre-cessation a protective factor against relapse for all?,no,18,0.778434
25427957,Is self-reported physical activity in smoking pre-cessation a protective factor against relapse for all?,no,19,0.772148
25427957,Is self-reported physical activity in smoking pre-cessation a protective factor against relapse for all?,no,20,0.771655
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,1,0.822889
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,2,0.819025
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,3,0.804729
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,4,0.772015
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,5,0.764964
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,6,0.755436
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,7,0.750526
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,8,0.746946
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,9,0.734534
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,10,0.727839
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,11,0.725709
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,12,0.725586
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,13,0.725478
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,14,0.724039
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,15,0.721880
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,16,0.720310
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,17,0.717586
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,18,0.716014
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,19,0.692008
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,20,0.687654
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,1,0.886613
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,2,0.832103
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,3,0.831361
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,4,0.827490
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,5,0.817219
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,6,0.813741
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,7,0.813660
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,8,0.810210
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,9,0.796787
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,10,0.794163
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,11,0.787808
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,12,0.785435
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,13,0.785406
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,14,0.784330
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,15,0.783430
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,16,0.776377
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,17,0.772355
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,18,0.771406
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,19,0.762663
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,20,0.758547
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,1,0.870820
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,2,0.863477
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,3,0.787858
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,4,0.703745
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,5,0.667119
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,6,0.667032
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,7,0.655709
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,8,0.651859
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,9,0.646124
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,10,0.645720
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,11,0.640724
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,12,0.637252
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,13,0.636464
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,14,0.622179
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,15,0.620191
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,16,0.619414
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,17,0.612325
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,18,0.612131
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,19,0.582924
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,20,0.573743
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,1,0.891430
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,2,0.882614
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,3,0.870582
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,4,0.849208
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,5,0.803325
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,6,0.787068
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,7,0.772720
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,8,0.734920
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,9,0.733025
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,10,0.713463
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,11,0.713118
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,12,0.681416
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,13,0.679212
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,14,0.666576
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,15,0.665959
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,16,0.661689
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,17,0.646096
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,18,0.643537
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,19,0.632047
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,20,0.631429
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,1,0.784251
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,2,0.744575
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,3,0.713493
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,4,0.700160
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,5,0.672496
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,6,0.647809
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,7,0.619541
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,8,0.615695
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,9,0.614114
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,10,0.604638
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,11,0.586827
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,12,0.550300
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,13,0.523144
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,14,0.500026
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,15,0.491196
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,16,0.478422
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,17,0.474316
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,18,0.462004
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,19,0.461715
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,20,0.460004
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,1,0.682154
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,2,0.676533
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,3,0.670546
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,4,0.659400
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,5,0.656607
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,6,0.655216
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,7,0.654282
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,8,0.649405
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,9,0.649405
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,10,0.649405
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,11,0.635468
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,12,0.635421
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,13,0.620961
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,14,0.618703
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,15,0.617776
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,16,0.616811
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,17,0.613475
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,18,0.612644
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,19,0.612644
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,20,0.596326
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,1,0.888366
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,2,0.794966
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,3,0.738772
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,4,0.726816
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,5,0.718692
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,6,0.714145
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,7,0.712991
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,8,0.711160
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,9,0.690100
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,10,0.688418
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,11,0.676682
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,12,0.669473
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,13,0.658518
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,14,0.646804
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,15,0.644461
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,16,0.637272
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,17,0.624240
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,18,0.617035
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,19,0.613301
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,20,0.610070
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,1,0.860645
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,2,0.860227
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,3,0.852892
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,4,0.843133
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,5,0.833600
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,6,0.819356
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,7,0.818647
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,8,0.810538
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,9,0.808458
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,10,0.805243
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,11,0.797903
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,12,0.795647
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,13,0.781844
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,14,0.776149
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,15,0.769098
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,16,0.760700
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,17,0.758232
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,18,0.756696
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,19,0.726655
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,20,0.707454
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,1,0.855277
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,2,0.827202
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,3,0.808725
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,4,0.795147
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,5,0.773001
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,6,0.747208
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,7,0.745578
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,8,0.721937
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,9,0.720278
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,10,0.719089
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,11,0.713386
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,12,0.692817
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,13,0.679732
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,14,0.678575
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,15,0.676092
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,16,0.670855
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,17,0.647361
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,18,0.646916
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,19,0.643985
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,20,0.643867
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,1,0.912166
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,2,0.904143
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,3,0.890223
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,4,0.820123
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,5,0.819219
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,6,0.815739
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,7,0.813543
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,8,0.806302
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,9,0.806034
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,10,0.738999
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,11,0.723973
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,12,0.666985
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,13,0.585791
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,14,0.585543
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,15,0.582143
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,16,0.568424
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,17,0.556244
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,18,0.554340
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,19,0.549117
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,20,0.536551
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,1,0.978431
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,2,0.976558
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,3,0.975542
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,4,0.960157
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,5,0.960157
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,6,0.959250
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,7,0.930336
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,8,0.900296
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,9,0.871012
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,10,0.828264
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,11,0.826073
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,12,0.814175
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,13,0.813006
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,14,0.800004
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,15,0.795276
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,16,0.738774
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,17,0.687537
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,18,0.662600
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,19,0.660357
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,20,0.659474
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,1,0.835479
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,2,0.785136
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,3,0.737746
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,4,0.735918
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,5,0.728715
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,6,0.723382
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,7,0.706282
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,8,0.683658
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,9,0.681429
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,10,0.666392
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,11,0.523046
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,12,0.519202
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,13,0.514010
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,14,0.512182
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,15,0.505826
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,16,0.503023
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,17,0.496522
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,18,0.491402
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,19,0.486106
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,20,0.481749
25433008,Does the dual CCR5 and CCR2 inhibitor cenicriviroc redistribute HIV into extracellular space : implications for plasma viral load and intracellular DNA decline?,no,1,0.672551
25433008,Does the dual CCR5 and CCR2 inhibitor cenicriviroc redistribute HIV into extracellular space : implications for plasma viral load and intracellular DNA decline?,no,2,0.646213
25433008,Does the dual CCR5 and CCR2 inhibitor cenicriviroc redistribute HIV into extracellular space : implications for plasma viral load and intracellular DNA decline?,no,3,0.621117
25433008,Does the dual CCR5 and CCR2 inhibitor cenicriviroc redistribute HIV into extracellular space : implications for plasma viral load and intracellular DNA decline?,no,4,0.620322
