pubid,question,answer,rank,cosine_similarity,inferred
25427957,Is self-reported physical activity in smoking pre-cessation a protective factor against relapse for all?,no,20,0.771655,false
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,1,0.822889,true
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,2,0.819025,true
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,3,0.804729,false
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,4,0.772015,false
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,5,0.764964,false
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,6,0.755436,false
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,7,0.750526,true
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,8,0.746946,true
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,9,0.734534,true
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,10,0.727839,false
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,11,0.725709,false
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,12,0.725586,true
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,13,0.725478,true
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,14,0.724039,true
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,15,0.721880,true
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,16,0.720310,false
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,17,0.717586,false
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,18,0.716014,true
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,19,0.692008,false
25452165,Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,no,20,0.687654,false
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,1,0.886613,false
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,2,0.832103,true
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,3,0.831361,false
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,4,0.827490,false
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,5,0.817219,true
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,6,0.813741,false
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,7,0.813660,true
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,8,0.810210,false
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,9,0.796787,true
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,10,0.794163,true
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,11,0.787808,false
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,12,0.785435,true
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,13,0.785406,false
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,14,0.784330,false
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,15,0.783430,false
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,16,0.776377,true
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,17,0.772355,true
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,18,0.771406,false
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,19,0.762663,true
25428761,Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,no,20,0.758547,true
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,1,0.870820,true
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,2,0.863477,true
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,3,0.787858,true
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,4,0.703745,false
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,5,0.667119,false
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,6,0.667032,false
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,7,0.655709,false
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,8,0.651859,true
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,9,0.646124,false
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,10,0.645720,true
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,11,0.640724,false
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,12,0.637252,true
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,13,0.636464,true
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,14,0.622179,true
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,15,0.620191,false
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,16,0.619414,true
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,17,0.612325,true
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,18,0.612131,false
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,19,0.582924,false
25452595,Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?,no,20,0.573743,false
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,1,0.891430,true
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,2,0.882614,false
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,3,0.870582,true
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,4,0.849208,true
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,5,0.803325,true
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,6,0.787068,false
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,7,0.772720,false
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,8,0.734920,false
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,9,0.733025,false
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,10,0.713463,false
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,11,0.713118,true
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,12,0.681416,false
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,13,0.679212,false
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,14,0.666576,true
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,15,0.665959,true
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,16,0.661689,false
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,17,0.646096,false
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,18,0.643537,true
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,19,0.632047,false
25423883,Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?,no,20,0.631429,false
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,1,0.784251,true
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,2,0.744575,false
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,3,0.713493,true
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,4,0.700160,true
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,5,0.672496,true
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,6,0.647809,false
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,7,0.619541,true
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,8,0.615695,true
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,9,0.614114,false
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,10,0.604638,true
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,11,0.586827,false
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,12,0.550300,false
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,13,0.523144,false
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,14,0.500026,true
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,15,0.491196,false
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,16,0.478422,true
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,17,0.474316,true
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,18,0.462004,false
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,19,0.461715,true
25426190,Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?,no,20,0.460004,true
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,1,0.682154,false
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,2,0.676533,false
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,3,0.670546,false
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,4,0.659400,false
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,5,0.656607,false
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,6,0.655216,true
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,7,0.654282,false
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,8,0.649405,false
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,9,0.649405,false
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,10,0.649405,false
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,11,0.635468,true
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,12,0.635421,false
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,13,0.620961,false
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,14,0.618703,true
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,15,0.617776,true
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,16,0.616811,false
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,17,0.613475,true
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,18,0.612644,true
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,19,0.612644,false
25433285,Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?,no,20,0.596326,false
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,1,0.888366,false
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,2,0.794966,true
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,3,0.738772,true
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,4,0.726816,false
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,5,0.718692,false
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,6,0.714145,false
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,7,0.712991,true
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,8,0.711160,false
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,9,0.690100,true
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,10,0.688418,true
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,11,0.676682,true
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,12,0.669473,true
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,13,0.658518,false
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,14,0.646804,true
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,15,0.644461,false
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,16,0.637272,false
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,17,0.624240,true
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,18,0.617035,false
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,19,0.613301,false
25439094,Does mild cognitive dysfunction affect diabetes mellitus control in minority elderly adults?,no,20,0.610070,false
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,1,0.860645,true
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,2,0.860227,true
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,3,0.852892,false
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,4,0.843133,false
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,5,0.833600,true
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,6,0.819356,true
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,7,0.818647,true
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,8,0.810538,true
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,9,0.808458,false
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,10,0.805243,false
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,11,0.797903,false
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,12,0.795647,true
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,13,0.781844,false
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,14,0.776149,false
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,15,0.769098,false
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,16,0.760700,true
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,17,0.758232,true
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,18,0.756696,false
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,19,0.726655,false
25439526,Are anti-high mobility group box 1 ( anti-HMGB1 ) antibodies related to the occurrence of cutaneous lesions in systemic lupus erythematosus?,no,20,0.707454,true
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,1,0.855277,false
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,2,0.827202,true
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,3,0.808725,true
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,4,0.795147,true
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,5,0.773001,true
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,6,0.747208,true
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,7,0.745578,false
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,8,0.721937,false
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,9,0.720278,false
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,10,0.719089,true
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,11,0.713386,false
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,12,0.692817,true
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,13,0.679732,true
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,14,0.678575,false
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,15,0.676092,true
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,16,0.670855,true
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,17,0.647361,true
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,18,0.646916,true
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,19,0.643985,true
25433106,Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?,no,20,0.643867,true
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,1,0.912166,false
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,2,0.904143,true
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,3,0.890223,false
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,4,0.820123,false
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,5,0.819219,false
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,6,0.815739,true
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,7,0.813543,false
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,8,0.806302,true
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,9,0.806034,true
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,10,0.738999,false
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,11,0.723973,true
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,12,0.666985,true
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,13,0.585791,true
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,14,0.585543,true
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,15,0.582143,false
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,16,0.568424,false
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,17,0.556244,false
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,18,0.554340,false
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,19,0.549117,false
25440025,Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?,no,20,0.536551,false
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,1,0.978431,true
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,2,0.976558,false
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,3,0.975542,true
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,4,0.960157,true
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,5,0.960157,true
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,6,0.959250,true
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,7,0.930336,true
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,8,0.900296,true
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,9,0.871012,true
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,10,0.828264,true
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,11,0.826073,false
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,12,0.814175,true
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,13,0.813006,true
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,14,0.800004,false
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,15,0.795276,true
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,16,0.738774,true
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,17,0.687537,false
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,18,0.662600,false
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,19,0.660357,false
25442652,Does capsular closure affect development of heterotopic ossification after hip arthroscopy?,no,20,0.659474,false
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,1,0.835479,false
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,2,0.785136,false
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,3,0.737746,false
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,4,0.735918,true
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,5,0.728715,true
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,6,0.723382,true
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,7,0.706282,false
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,8,0.683658,true
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,9,0.681429,true
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,10,0.666392,true
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,11,0.523046,false
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,12,0.519202,true
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,13,0.514010,false
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,14,0.512182,true
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,15,0.505826,true
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,16,0.503023,false
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,17,0.496522,true
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,18,0.491402,false
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,19,0.486106,true
25443022,Does early primary repair of tetralogy of Fallot lead to increased postoperative resource utilization?,no,20,0.481749,false
25433008,Does the dual CCR5 and CCR2 inhibitor cenicriviroc redistribute HIV into extracellular space : implications for plasma viral load and intracellular DNA decline?,no,1,0.672551,true
25433008,Does the dual CCR5 and CCR2 inhibitor cenicriviroc redistribute HIV into extracellular space : implications for plasma viral load and intracellular DNA decline?,no,2,0.646213,false
25433008,Does the dual CCR5 and CCR2 inhibitor cenicriviroc redistribute HIV into extracellular space : implications for plasma viral load and intracellular DNA decline?,no,3,0.621117,true
