paragraph_id,proposition_id,quad_index,triple_similarity,qa_similarity
1367,21077,3,0.587789,0.620860
1367,21077,4,0.597152,0.465311
1367,21077,5,0.578760,0.620954
1367,21077,6,0.584361,0.666034
1367,21077,7,0.597152,0.472396
1367,21077,8,0.578760,0.647887
1367,21077,9,0.584361,0.666034
1367,21077,10,0.597152,0.465311
1367,21077,11,0.578760,0.620219
1367,21077,12,0.584361,0.666034
1367,21077,13,0.597152,0.526637
1367,21077,14,0.578760,0.620954
1367,21077,15,0.584361,0.666034
1367,21077,16,0.597152,0.465610
1367,21077,17,0.578760,0.620954
1367,21077,18,0.584361,0.682695
1367,21077,19,0.597152,0.465311
1367,21077,20,0.578760,0.620219
1367,21077,21,0.584361,0.666034
1367,21077,22,0.597152,0.465610
1367,21077,23,0.578760,0.620954
1367,21077,24,0.584361,0.696406
1367,21077,25,0.597152,0.465610
1367,21077,26,0.578760,0.627502
1367,21077,27,0.584361,0.666034
1367,21077,28,0.597152,0.504488
1367,21077,29,0.578760,0.620860
1367,21077,30,0.584361,0.666034
1367,21077,31,0.597152,0.465311
1367,21077,32,0.578760,0.620219
1367,21077,33,0.584361,0.666034
1367,21077,34,0.597152,0.526637
1367,21077,35,0.578760,0.620860
1367,21077,36,0.584361,0.666034
1367,21077,37,0.597152,0.526637
1367,21077,38,0.578760,0.627502
1370,21109,1,0.875262,0.862215
1370,21109,2,0.849135,0.869731
1370,21109,3,0.646535,0.538739
1370,21106,1,0.881025,0.945112
1370,21106,2,0.902705,0.880516
1370,21106,3,0.864387,0.856069
1370,21106,4,0.358093,0.254171
1370,21107,1,0.929913,0.864432
1370,21107,2,0.873785,0.739946
1370,21107,3,0.859242,0.768869
1370,21107,4,0.507977,0.469048
1371,21110,1,0.933538,0.636070
1370,21108,1,0.902865,0.929725
1370,21108,2,0.901182,0.872371
1370,21108,3,0.828063,0.917865
1370,21108,4,0.831488,0.831855
1370,21108,5,0.148445,0.188396
1371,21112,1,0.932050,0.893113
1371,21112,2,0.552241,0.546947
1371,21112,3,0.679122,0.401426
1371,21112,4,0.727894,0.507596
1371,21112,5,0.716917,0.731740
1371,21113,1,0.994720,0.935932
1371,21113,2,0.833243,0.869328
1371,21113,3,0.797520,0.572772
1371,21113,4,0.714389,0.601097
1371,21111,1,0.715839,0.619641
1371,21111,2,0.553574,0.439115
1371,21111,3,0.535857,0.547328
1371,21115,1,0.546926,0.149445
1371,21115,2,0.514927,0.295143
1371,21115,3,0.444670,0.351882
1371,21115,4,0.505241,0.430193
1371,21115,5,0.946755,0.869273
1371,21115,6,0.933051,0.884213
1371,21114,1,0.939648,0.931141
1371,21114,2,0.955636,0.886847
1371,21114,3,0.917465,0.940002
1371,21114,4,0.923861,0.909233
1371,21118,1,0.676657,0.765754
1371,21118,2,0.622117,0.362099
1371,21118,3,0.686692,0.647968
1371,21118,4,0.643739,0.656147
1371,21117,1,0.642162,0.549433
1371,21117,2,0.583296,0.487507
1371,21117,3,0.636693,0.670888
1371,21117,4,0.744088,0.489642
1371,21117,5,0.715302,0.575426
1371,21117,6,0.621626,0.525136
1371,21120,1,0.574053,0.632105
1371,21120,2,0.760038,0.675023
1371,21116,1,0.666265,0.496577
1371,21116,2,0.825754,0.696636
1371,21116,3,0.875014,0.764675
1371,21116,4,0.817143,0.687987
1371,21116,5,0.799398,0.640871
1371,21116,6,0.601375,0.492659
1371,21119,1,0.698420,0.710638
1371,21119,2,0.671536,0.723344
1371,21119,3,0.598793,0.730286
1371,21119,4,0.796125,0.742353
1371,21121,1,0.837641,0.589875
1371,21121,2,0.739121,0.587230
1372,21122,1,0.894926,0.921219
1372,21122,2,0.804928,0.854017
1372,21122,3,0.483450,0.518736
1372,21123,1,1.000000,0.838256
1372,21124,1,0.937535,0.854747
1372,21124,2,0.873794,0.854688
1372,21126,1,0.800940,0.358428
1372,21126,2,0.941231,0.726371
1372,21126,3,0.854789,0.406276
1372,21128,1,0.873061,0.882299
1372,21128,2,0.534654,0.491684
1372,21128,3,0.640407,0.879886
1372,21130,1,0.827818,0.871975
1372,21129,1,0.564244,0.437074
1372,21129,2,0.910055,0.862698
1372,21129,3,0.489621,0.380341
1372,21129,4,0.460423,0.419902
1372,21127,1,0.865498,0.795469
1372,21127,2,0.725917,0.698739
1372,21127,3,0.871624,0.847726
1372,21127,4,0.554432,0.605924
1372,21131,1,0.913911,0.795257
1372,21131,2,0.872562,0.872849
1372,21131,3,0.801031,0.781540
1372,21132,1,0.942235,0.886901
1372,21132,2,0.773679,0.738131
1372,21132,3,0.707247,0.664237
1372,21133,1,0.836547,0.776132
1372,21133,2,0.855510,0.774782
1372,21133,3,0.802052,0.756494
1372,21133,4,0.516669,0.525462
1372,21133,5,0.479146,0.417834
1372,21134,1,0.837342,0.843293
1372,21134,2,0.847331,0.765787
1372,21134,3,0.823656,0.770101
1372,21134,4,0.642157,0.870678
1372,21134,5,0.669625,0.827478
1372,21125,1,0.704924,0.683551
1372,21125,2,0.880530,0.844659
1372,21125,3,0.716180,0.668857
1372,21125,4,0.835217,0.840452
1372,21135,1,0.830083,0.901326
1372,21135,2,0.767442,0.787209
1372,21135,3,0.776223,0.795514
1372,21135,4,0.906513,0.610500
1372,21135,5,0.237962,0.266163
1363,21018,1,0.823937,0.467141
1363,21018,2,0.823937,0.467141
1363,21018,3,0.823937,0.467141
1363,21018,4,0.823937,0.467141
1363,21018,5,0.823937,0.467141
1363,21018,6,0.823937,0.467141
1363,21018,7,0.823937,0.467141
1363,21018,8,0.823937,0.467141
1363,21018,9,0.823937,0.467141
1363,21018,10,0.823937,0.467141
1363,21018,11,0.823937,0.467141
1363,21018,12,0.823937,0.454373
1363,21018,13,0.823937,0.467141
1363,21018,14,0.823937,0.467141
1363,21018,15,0.823937,0.467141
1363,21018,16,0.823937,0.467141
1363,21018,17,0.823937,0.467141
1363,21018,18,0.823937,0.467141
1363,21018,19,0.823937,0.467141
1363,21018,20,0.823937,0.467141
1363,21018,21,0.823937,0.467141
1363,21018,22,0.823937,0.467141
1363,21018,23,0.823937,0.467141
1363,21018,24,0.823937,0.467141
1363,21018,25,0.823937,0.467141
1363,21018,26,0.823937,0.454373
1363,21018,27,0.823937,0.467141
1363,21018,28,0.823937,0.467141
1363,21018,29,0.823937,0.467141
1363,21018,30,0.823937,0.467141
1363,21018,31,0.823937,0.467141
1363,21018,32,0.823937,0.467141
1363,21018,33,0.823937,0.467141
1363,21018,34,0.823937,0.467141
1363,21018,35,0.823937,0.467141
1363,21018,36,0.823937,0.467141
1363,21018,37,0.823937,0.467141
1363,21018,38,0.823937,0.467141
1363,21018,39,0.823937,0.467141
1363,21018,40,0.823937,0.467141
1363,21018,41,0.823937,0.467141
1363,21018,42,0.823937,0.467141
1363,21018,43,0.823937,0.467141
1363,21018,44,0.823937,0.467141
1363,21018,45,0.823937,0.467141
1363,21018,46,0.823937,0.467141
1363,21018,47,0.823937,0.467141
1363,21018,48,0.823937,0.467141
1363,21018,49,0.823937,0.467141
1363,21018,50,0.823937,0.467141
1363,21018,51,0.823937,0.467141
1363,21018,52,0.823937,0.467141
1363,21018,53,0.823937,0.467141
1363,21018,54,0.823937,0.467141
1363,21018,55,0.823937,0.467141
1363,21018,56,0.823937,0.467141
1363,21018,57,0.823937,0.467141
1363,21018,58,0.823937,0.467141
1363,21018,59,0.823937,0.467141
1363,21018,60,0.823937,0.467141
1363,21018,61,0.823937,0.467141
1363,21018,62,0.823937,0.467141
1363,21018,63,0.823937,0.467141
1363,21018,64,0.823937,0.467141
1363,21018,65,0.823937,0.467141
1363,21018,66,0.823937,0.467141
1363,21018,67,0.823937,0.467141
1363,21018,68,0.823937,0.467141
1363,21018,69,0.823937,0.467141
1363,21018,70,0.823937,0.454373
1363,21018,71,0.823937,0.467141
1363,21018,72,0.823937,0.467141
1363,21018,73,0.823937,0.467141
1363,21018,74,0.823937,0.467141
1363,21018,75,0.823937,0.467141
1363,21018,76,0.823937,0.467141
1363,21018,77,0.823937,0.467141
1363,21018,78,0.823937,0.467141
1363,21018,79,0.823937,0.467141
1363,21018,80,0.823937,0.467141
1363,21018,81,0.823937,0.467141
1363,21018,82,0.823937,0.467141
1363,21018,83,0.823937,0.467141
1363,21018,84,0.823937,0.467141
1363,21018,85,0.823937,0.467141
1363,21018,86,0.823937,0.467141
1363,21018,87,0.823937,0.467141
1363,21018,88,0.823937,0.467141
1363,21018,89,0.823937,0.467141
1363,21018,90,0.823937,0.467141
1363,21018,91,0.823937,0.467141
1363,21018,92,0.823937,0.467141
1363,21018,93,0.823937,0.467141
1363,21018,94,0.823937,0.467141
1363,21018,95,0.823937,0.467141
1363,21018,96,0.823937,0.467141
1363,21018,97,0.823937,0.467141
1363,21018,98,0.823937,0.467141
1363,21018,99,0.823937,0.467141
1363,21018,100,0.823937,0.467141
1363,21018,101,0.823937,0.467141
1363,21018,102,0.823937,0.467141
1363,21018,103,0.823937,0.467141
1363,21018,104,0.823937,0.454373
1363,21018,105,0.823937,0.467141
1363,21018,106,0.823937,0.467141
1363,21018,107,0.823937,0.467141
1363,21018,108,0.823937,0.467141
1363,21018,109,0.823937,0.467141
1363,21018,110,0.823937,0.467141
1363,21018,111,0.823937,0.467141
1363,21018,112,0.823937,0.467141
1363,21018,113,0.823937,0.467141
1363,21018,114,0.823937,0.467141
1363,21018,115,0.823937,0.467141
1363,21018,116,0.823937,0.467141
1363,21018,117,0.823937,0.454373
1363,21018,118,0.823937,0.467141
1363,21018,119,0.823937,0.467141
1363,21018,120,0.823937,0.467141
1363,21018,121,0.823937,0.467141
1363,21018,122,0.823937,0.467141
1363,21018,123,0.823937,0.467141
1363,21018,124,0.823937,0.467141
1363,21018,125,0.823937,0.467141
1363,21018,126,0.823937,0.467141
1363,21018,127,0.823937,0.467141
1363,21018,128,0.823937,0.467141
1363,21018,129,0.823937,0.467141
1363,21018,130,0.823937,0.467141
1373,21137,1,0.927588,0.654715
1373,21140,1,0.653571,0.787082
1373,21141,1,0.693209,0.643498
1373,21141,2,0.797339,0.409544
1373,21138,1,0.601489,0.524536
1373,21138,2,0.680506,0.514281
1373,21138,3,0.723106,0.778676
1373,21138,4,0.824525,0.802594
1373,21142,1,0.759384,0.612129
1373,21142,2,0.791315,0.733327
1373,21142,3,0.790397,0.751578
1373,21139,1,0.745646,0.532590
1373,21139,2,0.754881,0.587883
1373,21139,3,0.886727,0.635559
1373,21144,1,0.714930,0.410458
1373,21144,2,0.854570,0.576954
1373,21146,1,0.755883,0.688217
1373,21149,1,0.610283,0.533329
1373,21145,1,0.782361,0.744104
1373,21145,2,0.625802,0.747721
1373,21145,3,0.319807,0.427081
1373,21145,4,0.447757,0.450734
1373,21143,1,0.796823,0.701883
1373,21143,2,0.773188,0.662462
1373,21143,3,0.757917,0.691180
1373,21143,4,0.731360,0.601791
1373,21147,1,0.726415,0.797426
1373,21147,2,0.487162,0.566499
1373,21147,3,0.393579,0.344916
1373,21147,4,0.434759,0.437105
1374,21151,1,0.970920,0.856032
1373,21148,1,0.609033,0.522489
1373,21148,2,0.681030,0.654347
1373,21148,3,0.465009,0.399797
1373,21148,4,0.425970,0.670941
1373,21148,5,0.344451,0.368878
1373,21148,6,0.434786,0.417415
1374,21152,1,0.913545,0.757901
1374,21152,2,0.821470,0.803006
1374,21152,3,0.996659,0.816719
1373,21150,1,0.636675,0.434324
1373,21150,2,0.772850,0.653380
1373,21150,3,0.702700,0.767594
1373,21150,4,0.430389,0.286402
1372,21136,1,0.919364,0.894095
1372,21136,2,0.419078,0.428056
1372,21136,3,0.326069,0.369857
1372,21136,4,0.249169,0.286494
1372,21136,5,0.171639,0.201475
1374,21153,1,0.745201,0.909542
1374,21153,2,0.856051,0.879875
1374,21153,3,0.610871,0.562788
1374,21154,1,0.678985,0.890612
1374,21154,2,0.797281,0.660029
1374,21156,1,0.442391,0.385918
1374,21156,2,0.959525,0.461978
1374,21156,3,0.863940,0.483603
1374,21155,1,1.000000,0.941799
1374,21158,1,0.894789,0.966817
1374,21158,2,0.602203,0.316043
1374,21158,3,0.547342,0.316043
1374,21157,1,0.523283,0.309008
1374,21157,2,0.956741,0.471133
1374,21157,3,0.935610,0.763181
1374,21160,1,1.000000,0.920073
1374,21161,1,0.611347,0.472188
1374,21161,2,0.719292,0.604427
1374,21161,3,0.893673,0.838183
1374,21161,4,0.747335,0.617340
1374,21164,1,0.452875,0.426167
1374,21164,2,0.433789,0.362900
1374,21162,1,0.822166,0.902418
1374,21162,2,0.929058,0.881252
1374,21163,1,0.605011,0.431051
1374,21163,2,0.790822,0.754598
1374,21163,3,0.714634,0.794152
1374,21159,1,0.869118,0.801348
1374,21159,2,0.750364,0.731667
1374,21159,3,0.881952,0.855257
1374,21159,4,0.545477,0.485137
1374,21165,1,0.654933,0.654513
1374,21166,1,1.000000,0.800241
1375,21169,1,0.519168,0.708464
1375,21168,1,0.712217,0.508828
1375,21168,2,0.691773,0.568065
1375,21168,3,0.657979,0.609927
1375,21168,4,0.659014,0.752143
1375,21171,1,0.993196,0.711579
1375,21167,1,0.840253,0.746264
1375,21167,2,0.877745,0.803914
1375,21167,3,0.856553,0.740094
1375,21167,4,0.874650,0.689052
1375,21172,1,0.812380,0.437577
1375,21172,2,0.791594,0.630181
1375,21173,1,0.899815,0.635080
1375,21173,2,0.560695,0.500004
1375,21175,1,0.716606,0.516495
1375,21175,2,0.785178,0.690222
1375,21177,1,0.988897,0.811080
1375,21174,1,0.467029,0.753649
1375,21174,2,0.835627,0.235199
1375,21174,3,0.861348,0.285253
1375,21174,4,0.735466,0.651919
1375,21170,1,0.544949,0.553164
1375,21170,2,0.886098,0.790965
1375,21170,3,0.880620,0.803862
1375,21170,4,0.696741,0.604701
1375,21178,1,0.655847,0.505740
1375,21178,2,0.781671,0.597652
1376,21180,1,0.658494,0.852277
1375,21176,1,0.834587,0.789464
1375,21176,2,0.992872,0.930781
1375,21176,3,0.817640,0.756476
1375,21176,4,0.817264,0.781212
1375,21179,1,0.856017,0.648548
1375,21179,2,0.772450,0.732484
1376,21181,1,0.904147,0.794940
1376,21181,2,0.910200,0.867066
1376,21181,3,0.817188,0.808063
1376,21182,1,0.482189,0.257974
1376,21182,2,0.892947,0.325079
1376,21182,3,0.587896,0.518843
1376,21184,1,0.554045,0.302268
1376,21184,2,0.938784,0.818026
1376,21184,3,0.829946,0.608005
1376,21183,1,0.258298,0.038889
1376,21183,2,0.757699,0.283646
1376,21183,3,0.799661,0.577042
1376,21183,4,0.273211,0.176290
1376,21187,1,0.433814,0.485106
1376,21185,1,0.418095,0.294189
1376,21185,2,0.788603,0.323891
1376,21185,3,0.807639,0.708116
1376,21185,4,0.499831,0.410415
1376,21186,1,0.522107,0.472219
1376,21186,2,0.488310,0.522399
1376,21186,3,0.592087,0.495513
1376,21186,4,0.759096,0.750325
1376,21190,1,0.941782,0.936998
1376,21190,2,0.778753,0.768443
1376,21190,3,0.804113,0.693285
1376,21192,1,0.926290,0.890961
1376,21192,2,0.861700,0.866488
1376,21192,3,0.282399,0.526864
1376,21189,1,0.805058,0.825368
1376,21189,2,0.907900,0.809636
1376,21189,3,0.883271,0.803378
1376,21189,4,0.433446,0.564437
1376,21194,1,0.886103,0.876743
1376,21191,1,0.854385,0.862898
1376,21191,2,0.688045,0.678379
1376,21191,3,0.734833,0.711367
1376,21191,4,0.286839,0.435478
1376,21188,1,0.744454,0.454924
1376,21188,2,0.759712,0.481742
1376,21188,3,0.696976,0.624918
1376,21188,4,0.520407,0.503628
1376,21188,5,0.588276,0.504536
1376,21188,6,0.602315,0.619375
1376,21188,7,0.718198,0.706019
1376,21193,1,0.916345,0.694957
1376,21193,2,0.839038,0.499743
1376,21193,3,0.323178,0.372310
1377,21196,1,1.000000,0.952638
1376,21195,1,0.773501,0.696246
1376,21195,2,0.868111,0.772445
1377,21198,1,0.656772,0.562519
1377,21198,2,0.795034,0.783633
1377,21199,1,0.667208,0.611272
1377,21199,2,0.879225,0.833664
1377,21200,1,0.515383,0.314212
1377,21200,2,0.841854,0.761639
1377,21200,3,0.554601,0.549703
1377,21200,4,0.519485,0.461414
1377,21197,1,0.965547,0.905252
1377,21197,2,0.959131,0.893500
1377,21197,3,1.000000,0.877175
1377,21202,1,0.747633,0.725366
1377,21202,2,0.515260,0.316019
1377,21202,3,0.622683,0.709370
1377,21201,1,0.876022,0.868967
1377,21201,2,0.974035,0.858416
1377,21201,3,0.608099,0.467491
1377,21204,1,0.812544,0.749310
1377,21205,1,0.993680,0.823540
1377,21207,1,0.988730,0.841408
1377,21206,1,0.806322,0.690206
1377,21206,2,0.969586,0.917748
1377,21206,3,0.631519,0.492579
1377,21203,1,0.565029,0.392668
1377,21203,2,0.861944,0.848965
1377,21203,3,0.907625,0.825468
1377,21203,4,0.714757,0.698411
1377,21203,5,0.916245,0.830793
1377,21208,1,0.958663,0.890622
1377,21208,2,0.859648,0.835332
1377,21208,3,0.480563,0.515581
1377,21209,1,0.965003,0.871208
1377,21209,2,0.524538,0.369353
1377,21209,3,0.846036,0.849060
1377,21210,1,0.969171,0.905192
1377,21210,2,0.831378,0.770706
1377,21210,3,0.535142,0.549066
1377,21212,1,0.968888,0.860971
1377,21212,2,0.842490,0.817635
1377,21212,3,0.527802,0.555534
1377,21211,1,0.953228,0.942540
1377,21211,2,0.820485,0.800535
1377,21211,3,0.489048,0.407968
1377,21213,1,0.948184,0.864467
1377,21213,2,0.440490,0.372806
1377,21213,3,0.819597,0.789489
1377,21216,1,0.860559,0.527596
1377,21216,2,0.285365,0.359091
1377,21214,1,0.889975,0.941703
1377,21214,2,0.897375,0.964634
1377,21214,3,0.891368,0.854274
1377,21214,4,0.880106,0.865052
1377,21215,1,0.878631,0.678738
1377,21215,2,0.905364,0.878614
1377,21215,3,0.837665,0.789853
1377,21215,4,0.869173,0.853459
1377,21218,1,0.759780,0.782215
1377,21217,1,0.882031,0.672423
1377,21217,2,0.576109,0.552976
1377,21219,1,0.804986,0.591632
1377,21219,2,0.348492,0.454885
1377,21220,1,0.823735,0.458576
1377,21220,2,0.304617,0.365931
1378,21222,1,0.921879,0.836180
1378,21222,2,0.974892,0.870643
1378,21224,1,0.984296,0.785243
1377,21221,1,0.914701,0.863371
1378,21225,1,0.298964,0.119381
1378,21223,1,0.977104,0.864898
1378,21223,2,0.976232,0.864898
1378,21226,1,1.000000,0.857422
1378,21227,1,0.713361,0.633827
1378,21228,1,0.994839,0.874235
1378,21230,1,0.934325,0.795844
1378,21231,1,0.936553,0.797965
1378,21231,2,0.911467,0.837652
1378,21234,1,0.929342,0.853359
1378,21229,1,0.921450,0.920952
1378,21229,2,0.863326,0.852297
1378,21229,3,0.917263,0.863660
1378,21229,4,0.703465,0.691680
1378,21229,5,0.687609,0.678641
1378,21233,1,0.862932,0.675815
1378,21233,2,0.682013,0.832475
1378,21233,3,0.632901,0.665381
1378,21233,4,0.175379,0.831493
1379,21238,1,0.897594,0.838325
1378,21236,1,0.869112,0.722229
1378,21236,2,0.379318,0.336688
1378,21236,3,0.250332,0.272100
1378,21236,4,0.250943,0.315931
1378,21235,1,0.798444,0.755185
1378,21235,2,0.505531,0.735140
1378,21235,3,0.516881,0.432515
1378,21235,4,0.321545,0.503951
1379,21237,1,0.827633,0.719623
1379,21237,2,0.673115,0.563750
1379,21237,3,0.792231,0.802972
1379,21237,4,0.592641,0.577390
1379,21239,1,0.309127,0.413108
1379,21239,2,0.986017,0.806385
1379,21239,3,0.937294,0.889466
1379,21240,1,1.000000,0.781337
1379,21240,2,0.961841,0.889699
1379,21240,3,0.610148,0.543570
1379,21242,1,0.728535,0.649457
1379,21242,2,0.548159,0.462521
1379,21242,3,0.721581,0.641767
1379,21243,1,0.997002,0.651637
1379,21241,1,0.246406,0.241592
1379,21241,2,0.926477,0.721132
1379,21241,3,0.884271,0.677128
1379,21241,4,0.565376,0.507962
1379,21245,1,0.840117,0.751384
1379,21245,2,0.800580,0.799124
1379,21245,3,0.894226,0.799124
1378,21232,1,0.866612,0.702337
1378,21232,2,0.744869,0.837896
1378,21232,3,0.722467,0.729726
1378,21232,4,0.613661,0.690084
1379,21244,1,0.648442,0.643396
1379,21244,2,0.774599,0.740319
1379,21244,3,0.691695,0.725517
1379,21244,4,0.562934,0.535402
1379,21244,5,0.613894,0.583117
1379,21247,1,0.766319,0.483654
1379,21247,2,0.818689,0.567178
1379,21247,3,0.687293,0.397097
1379,21248,1,0.878618,0.545269
1379,21248,2,0.864799,0.539208
1379,21249,1,0.869284,0.494653
1379,21249,2,0.815799,0.560008
1379,21246,1,0.615692,0.612396
1379,21246,2,0.738856,0.542303
1379,21246,3,0.710511,0.542303
1379,21246,4,0.656851,0.568111
1379,21246,5,0.673422,0.603244
1379,21246,6,0.639279,0.675760
1380,21251,1,0.595201,0.552823
1380,21251,2,0.924764,0.221571
1380,21250,1,0.910691,0.879514
1380,21250,2,0.872063,0.883914
1380,21250,3,0.878438,0.883521
1380,21252,1,0.491000,0.439671
1380,21252,2,0.831981,0.829825
1380,21252,3,0.766991,0.888054
1380,21254,1,0.948844,0.902419
1380,21254,2,0.389213,0.317273
1380,21254,3,0.497091,0.424706
1380,21255,1,0.580295,0.528143
1380,21256,1,0.746319,0.598860
1380,21256,2,0.725950,0.698213
1380,21257,1,0.750514,0.602288
1380,21257,2,0.624470,0.622915
1380,21257,3,0.695318,0.284442
1380,21253,1,0.907332,0.817993
1380,21253,2,0.253644,0.200009
1380,21253,3,0.861065,0.787517
1380,21260,1,0.879568,0.879704
1380,21260,2,0.687589,0.624227
1380,21262,1,0.917839,0.886988
1380,21262,2,0.812588,0.822038
1380,21263,1,0.897208,0.839725
1380,21263,2,0.713417,0.690949
1380,21263,3,0.380456,0.410140
1380,21261,1,0.903178,0.863356
1380,21261,2,0.697670,0.761806
1380,21259,1,0.899372,0.852613
1380,21259,2,0.720420,0.866755
1380,21259,3,0.799519,0.740059
1380,21258,1,0.722281,0.599713
1380,21258,2,0.715124,0.585999
1380,21258,3,0.879018,0.547972
1380,21258,4,0.865398,0.686377
1381,21265,1,0.987223,0.861587
1380,21264,1,0.933564,0.574261
1380,21264,2,0.821746,0.868519
1381,21266,1,0.889258,0.841989
1381,21266,2,0.894679,0.837971
1381,21266,3,0.909910,0.827820
1381,21267,1,1.000000,0.848863
1381,21267,2,0.975302,0.852645
1381,21269,1,0.467528,0.278458
1381,21269,2,0.672547,0.467036
1381,21269,3,0.706370,0.552642
1381,21269,4,0.679137,0.530761
1381,21270,1,0.623713,0.433492
1381,21270,2,0.801860,0.543749
1381,21270,3,0.649111,0.439236
1381,21271,1,0.868995,0.623809
1381,21272,1,0.995876,0.705205
1381,21273,1,0.656483,0.317430
1381,21273,2,0.754791,0.451442
1381,21273,3,0.665062,0.317430
1381,21273,4,0.743311,0.451442
1381,21274,1,0.851408,0.742349
1381,21275,1,0.705960,0.614011
1381,21275,2,0.725808,0.670616
1381,21275,3,1.000000,0.874119
1381,21276,1,0.750296,0.545459
1381,21276,2,0.573079,0.480377
1381,21276,3,0.610192,0.485509
1381,21276,4,0.598137,0.590395
1381,21280,1,0.860335,0.796963
1381,21279,1,0.915575,0.797463
1381,21279,2,0.917380,0.777960
1381,21268,1,0.680780,0.622756
1381,21268,2,0.770740,0.737469
1381,21268,3,0.723162,0.672481
1381,21268,4,0.808387,0.689944
1381,21268,5,0.760264,0.712661
1381,21268,6,0.804920,0.727532
1381,21268,7,0.821261,0.754122
1381,21268,8,0.840435,0.723289
1381,21268,9,0.473044,0.085112
1381,21268,10,0.058708,0.084397
1382,21282,1,0.854090,0.836965
1382,21282,2,0.588614,0.555449
1382,21282,3,0.664084,0.509905
1382,21283,1,0.737395,0.729868
1382,21281,1,1.000000,0.953391
1381,21278,1,0.640451,0.903026
1381,21278,2,0.707261,0.634211
1381,21278,3,0.653585,0.541511
1381,21278,4,0.798800,0.582593
1381,21278,5,0.766936,0.818829
1381,21278,6,0.624426,0.801755
1381,21278,7,0.288937,0.359025
1381,21277,1,0.769536,0.798889
1381,21277,2,0.695607,0.712384
1381,21277,3,0.717174,0.781577
1381,21277,4,0.785348,0.790065
1382,21286,1,0.222984,0.195700
1382,21286,2,0.796621,0.740702
1382,21286,3,0.924644,0.667769
1382,21285,1,0.946751,0.790781
1382,21285,2,0.881529,0.805986
1382,21285,3,0.471561,0.332918
1382,21287,1,1.000000,0.765158
1382,21288,1,0.744015,0.691900
1382,21288,2,0.571469,0.015679
1382,21288,3,0.395058,0.351617
1382,21284,1,0.957119,0.840708
1382,21284,2,0.745391,0.694162
1382,21284,3,0.985940,0.740886
1382,21284,4,0.525422,0.407215
1382,21284,5,0.515532,0.436973
1383,21289,1,0.928506,0.816707
1383,21289,2,0.885696,0.821614
1383,21289,3,0.874883,0.712004
1383,21291,1,0.995194,0.906708
1383,21290,1,0.991910,0.976323
1383,21290,2,0.830798,0.798121
1383,21293,1,0.768040,0.849792
1383,21295,1,1.000000,0.795010
1383,21292,1,0.922836,0.846337
1383,21292,2,0.687500,0.638602
1383,21292,3,0.434433,0.525432
1383,21294,1,0.895866,0.792250
1383,21294,2,0.843875,0.822076
1383,21294,3,0.887367,0.769925
1383,21294,4,0.785965,0.762838
1383,21299,1,1.000000,0.806840
1383,21297,1,0.960842,0.937715
1383,21297,2,0.413095,0.333716
1383,21296,1,0.710916,0.781290
1383,21296,2,0.738781,0.777514
1383,21296,3,0.704232,0.705126
1383,21296,4,0.726720,0.777514
1383,21302,1,1.000000,0.852601
1383,21300,1,0.974830,0.784573
1383,21300,2,0.955628,0.902508
1383,21301,1,0.994874,0.811154
1383,21304,1,1.000000,0.940357
1383,21303,1,0.995986,0.960714
1384,21307,1,0.996111,0.785194
1383,21305,1,0.994874,0.856702
1383,21298,1,0.969884,0.878343
1383,21298,2,0.958473,0.946340
1384,21306,1,0.656038,0.602540
1384,21306,2,0.950113,0.793790
1384,21308,1,1.000000,0.731655
1384,21309,1,0.844708,0.565279
1384,21309,2,0.869930,0.867374
1384,21309,3,0.812778,0.671770
1384,21310,1,0.500033,0.422834
1384,21310,2,0.818722,0.687326
1384,21313,1,0.980970,0.859566
1384,21313,2,0.637428,0.554444
1384,21312,1,0.810217,0.651631
1384,21312,2,0.629480,0.662841
1384,21312,3,0.624099,0.613354
1384,21314,1,0.919937,0.705947
1384,21316,1,0.914163,0.792953
1384,21311,1,0.762371,0.677865
1384,21311,2,0.773283,0.737749
1384,21311,3,0.541964,0.607269
1384,21311,4,0.759921,0.719740
1384,21319,1,1.000000,0.797079
1384,21318,1,0.877346,0.488326
1384,21318,2,1.000000,0.841953
1384,21318,3,0.857961,0.866800
1384,21317,1,0.887128,0.584376
1384,21317,2,1.000000,0.891056
1384,21317,3,1.000000,0.903447
1384,21322,1,1.000000,0.697461
1384,21323,1,0.770934,0.461440
1384,21323,2,0.770331,0.592547
1384,21321,1,1.000000,0.853364
1384,21324,1,0.997109,0.802559
1384,21320,1,0.849322,0.832644
1384,21320,2,1.000000,0.805634
1384,21320,3,0.425067,0.473323
1384,21320,4,0.535907,0.386344
1385,21326,1,0.941969,0.931214
1385,21326,2,0.883077,0.950489
1385,21327,1,1.000000,0.912519
1385,21325,1,0.974742,0.816425
1385,21325,2,0.950624,0.844289
1385,21325,3,0.899719,0.871565
1385,21328,1,0.997207,0.374830
1384,21315,1,1.000000,0.811642
1385,21330,1,1.000000,0.704537
1385,21329,1,0.397938,0.313519
1385,21329,2,0.870006,0.848601
1385,21329,3,0.473258,0.413235
1385,21334,1,0.943038,0.769491
1385,21334,2,0.474029,0.518742
1385,21333,1,0.864696,0.719927
1385,21333,2,0.864696,0.719927
1385,21333,3,0.651568,0.754014
1385,21333,4,0.666944,0.747657
1385,21331,1,0.593483,0.250856
1385,21331,2,0.950359,0.613143
1385,21331,3,0.665491,0.663077
